time,kinetic_energy_pp,potential_energy_pp,total_energy_pp,temperature,velo_autocor,diffusion_coef
0.0812,0.61081,0.664536,1.27535,0.407207,0.863865,2.87965e-05
0.0813,0.609708,0.665637,1.27535,0.406472,0.861246,2.87092e-05
0.0814,0.608617,0.666729,1.27535,0.405745,0.858625,2.86218e-05
0.0815,0.607536,0.66781,1.27535,0.405024,0.856002,2.85344e-05
0.0816,0.606465,0.668881,1.27535,0.40431,0.853378,2.84469e-05
0.0817,0.605404,0.669941,1.27535,0.403603,0.850751,2.83593e-05
0.0818,0.604354,0.670992,1.27535,0.402903,0.848123,2.82717e-05
0.0819,0.603314,0.672032,1.27535,0.402209,0.845493,2.81841e-05
0.082,0.602284,0.673062,1.27535,0.401523,0.842862,2.80963e-05
0.0821,0.601264,0.674081,1.27535,0.400843,0.840229,2.80086e-05
0.0822,0.600255,0.675091,1.27535,0.40017,0.837595,2.79208e-05
0.0823,0.599256,0.67609,1.27535,0.399504,0.834958,2.78329e-05
0.0824,0.598268,0.677078,1.27535,0.398845,0.832321,2.7745e-05
0.0825,0.597289,0.678056,1.27535,0.398193,0.829682,2.7657e-05
0.0826,0.596322,0.679024,1.27535,0.397548,0.827041,2.7569e-05
0.0827,0.595364,0.679981,1.27535,0.396909,0.824399,2.74809e-05
0.0828,0.594417,0.680928,1.27535,0.396278,0.821756,2.73928e-05
0.0829,0.593481,0.681865,1.27535,0.395654,0.819111,2.73046e-05
0.083,0.592554,0.682791,1.27535,0.395036,0.816465,2.72164e-05
0.0831,0.591639,0.683707,1.27535,0.394426,0.813818,2.71282e-05
0.0832,0.590734,0.684612,1.27535,0.393822,0.811169,2.70399e-05
0.0833,0.589839,0.685507,1.27535,0.393226,0.80852,2.69516e-05
0.0834,0.588954,0.686391,1.27535,0.392636,0.805869,2.68632e-05
0.0835,0.588081,0.687265,1.27535,0.392054,0.803216,2.67748e-05
0.0836,0.587217,0.688128,1.27535,0.391478,0.800563,2.66863e-05
0.0837,0.586364,0.688981,1.27535,0.39091,0.797909,2.65978e-05
0.0838,0.585522,0.689824,1.27535,0.390348,0.795253,2.65093e-05
0.0839,0.58469,0.690655,1.27535,0.389794,0.792596,2.64208e-05
0.084,0.583869,0.691477,1.27535,0.389246,0.789939,2.63322e-05
0.0841,0.583058,0.692287,1.27535,0.388705,0.78728,2.62436e-05
0.0842,0.582258,0.693088,1.27535,0.388172,0.784621,2.61549e-05
0.0843,0.58147,0.693877,1.27535,0.387647,0.78196,2.60662e-05
0.0844,0.580694,0.694652,1.27535,0.387129,0.779298,2.59775e-05
0.0845,0.579929,0.695418,1.27535,0.386619,0.776635,2.58887e-05
0.0846,0.579174,0.696172,1.27535,0.386116,0.773971,2.57999e-05
0.0847,0.57843,0.696916,1.27535,0.38562,0.771306,2.57111e-05
0.0848,0.577697,0.69765,1.27535,0.385131,0.768641,2.56222e-05
0.0849,0.576974,0.698373,1.27535,0.384649,0.765975,2.55333e-05
0.085,0.576262,0.699085,1.27535,0.384174,0.763308,2.54445e-05
0.0851,0.57556,0.699787,1.27535,0.383706,0.76064,2.53555e-05
0.0852,0.574868,0.700478,1.27535,0.383246,0.757972,2.52666e-05
0.0853,0.574188,0.701159,1.27535,0.382792,0.755303,2.51776e-05
0.0854,0.573518,0.701829,1.27535,0.382345,0.752634,2.50886e-05
0.0855,0.572858,0.702489,1.27535,0.381905,0.749964,2.49996e-05
0.0856,0.572209,0.703138,1.27535,0.381473,0.747293,2.49106e-05
0.0857,0.571571,0.703776,1.27535,0.381047,0.744622,2.48216e-05
0.0858,0.570943,0.704404,1.27535,0.380628,0.741951,2.47325e-05
0.0859,0.570325,0.705021,1.27535,0.380217,0.739279,2.46435e-05
0.086,0.569718,0.705628,1.27535,0.379812,0.736607,2.45544e-05
0.0861,0.569122,0.706225,1.27535,0.379415,0.733934,2.44653e-05
0.0862,0.568536,0.70681,1.27535,0.379024,0.731261,2.43762e-05
0.0863,0.567961,0.707386,1.27535,0.378641,0.728587,2.42871e-05
0.0864,0.567396,0.70795,1.27535,0.378264,0.725913,2.41979e-05
0.0865,0.566842,0.708504,1.27535,0.377895,0.723239,2.41088e-05
0.0866,0.566299,0.709048,1.27535,0.377533,0.720565,2.40196e-05
0.0867,0.565766,0.709581,1.27535,0.377177,0.717891,2.39305e-05
0.0868,0.565243,0.710103,1.27535,0.376829,0.715216,2.38413e-05
0.0869,0.564731,0.710616,1.27535,0.376487,0.712541,2.37522e-05
0.087,0.564229,0.711117,1.27535,0.376153,0.709866,2.3663e-05
0.0871,0.563738,0.711609,1.27535,0.375825,0.707191,2.35738e-05
0.0872,0.563257,0.712089,1.27535,0.375505,0.704516,2.34846e-05
0.0873,0.562787,0.71256,1.27535,0.375191,0.701841,2.33955e-05
0.0874,0.562327,0.71302,1.27535,0.374884,0.699165,2.33063e-05
0.0875,0.561877,0.71347,1.27535,0.374585,0.69649,2.32171e-05
0.0876,0.561438,0.713909,1.27535,0.374292,0.693815,2.31279e-05
0.0877,0.561009,0.714338,1.27535,0.374006,0.69114,2.30388e-05
0.0878,0.560591,0.714756,1.27535,0.373727,0.688465,2.29496e-05
0.0879,0.560183,0.715163,1.27535,0.373455,0.68579,2.28604e-05
0.088,0.559786,0.71556,1.27535,0.373191,0.683115,2.27713e-05
0.0881,0.559399,0.715947,1.27535,0.372933,0.680441,2.26821e-05
0.0882,0.559023,0.716323,1.27535,0.372682,0.677766,2.2593e-05
0.0883,0.558658,0.716689,1.27535,0.372439,0.675092,2.25038e-05
0.0884,0.558303,0.717044,1.27535,0.372202,0.672418,2.24147e-05
0.0885,0.557958,0.717389,1.27535,0.371972,0.669745,2.23256e-05
0.0886,0.557623,0.717723,1.27535,0.371749,0.667071,2.22365e-05
0.0887,0.557299,0.718048,1.27535,0.371532,0.664398,2.21473e-05
0.0888,0.556984,0.718362,1.27535,0.371323,0.661726,2.20583e-05
0.0889,0.55668,0.718666,1.27535,0.37112,0.659053,2.19692e-05
0.089,0.556386,0.71896,1.27535,0.370924,0.656382,2.18801e-05
0.0891,0.556102,0.719244,1.27535,0.370735,0.653711,2.17911e-05
0.0892,0.555828,0.719518,1.27535,0.370552,0.65104,2.17021e-05
0.0893,0.555565,0.719782,1.27535,0.370376,0.64837,2.1613e-05
0.0894,0.555311,0.720036,1.27535,0.370207,0.6457,2.15241e-05
0.0895,0.555067,0.720279,1.27535,0.370045,0.643031,2.14351e-05
0.0896,0.554833,0.720513,1.27535,0.369889,0.640363,2.13461e-05
0.0897,0.55461,0.720737,1.27535,0.36974,0.637695,2.12572e-05
0.0898,0.554396,0.72095,1.27535,0.369597,0.635028,2.11683e-05
0.0899,0.554192,0.721154,1.27535,0.369461,0.632361,2.10794e-05
0.09,0.553998,0.721348,1.27535,0.369332,0.629695,2.09906e-05
0.0901,0.553814,0.721532,1.27535,0.369209,0.627031,2.09017e-05
0.0902,0.55364,0.721707,1.27535,0.369093,0.624366,2.08129e-05
0.0903,0.553475,0.721871,1.27535,0.368984,0.621703,2.07241e-05
0.0904,0.553321,0.722026,1.27535,0.36888,0.61904,2.06354e-05
0.0905,0.553176,0.72217,1.27535,0.368784,0.616379,2.05466e-05
0.0906,0.553041,0.722305,1.27535,0.368694,0.613718,2.04579e-05
0.0907,0.552916,0.722431,1.27535,0.368611,0.611058,2.03693e-05
0.0908,0.5528,0.722546,1.27535,0.368534,0.608399,2.02806e-05
0.0909,0.552694,0.722652,1.27535,0.368463,0.605741,2.0192e-05
0.091,0.552598,0.722748,1.27535,0.368399,0.603084,2.01035e-05
0.0911,0.552512,0.722835,1.27535,0.368341,0.600428,2.00149e-05
0.0912,0.552435,0.722912,1.27535,0.36829,0.597773,1.99264e-05
0.0913,0.552367,0.722979,1.27535,0.368245,0.595119,1.9838e-05
0.0914,0.552309,0.723037,1.27535,0.368206,0.592466,1.97495e-05
0.0915,0.552261,0.723086,1.27535,0.368174,0.589814,1.96611e-05
0.0916,0.552222,0.723125,1.27535,0.368148,0.587163,1.95728e-05
0.0917,0.552192,0.723154,1.27535,0.368128,0.584514,1.94845e-05
0.0918,0.552172,0.723175,1.27535,0.368114,0.581866,1.93962e-05
0.0919,0.552161,0.723186,1.27535,0.368107,0.579219,1.93079e-05
0.092,0.552159,0.723187,1.27535,0.368106,0.576573,1.92197e-05
0.0921,0.552167,0.72318,1.27535,0.368111,0.573928,1.91316e-05
0.0922,0.552184,0.723163,1.27535,0.368122,0.571285,1.90435e-05
0.0923,0.55221,0.723137,1.27535,0.36814,0.568643,1.89554e-05
0.0924,0.552245,0.723101,1.27535,0.368163,0.566002,1.88674e-05
0.0925,0.55229,0.723057,1.27535,0.368193,0.563363,1.87794e-05
0.0926,0.552343,0.723003,1.27535,0.368229,0.560725,1.86915e-05
0.0927,0.552406,0.72294,1.27535,0.368271,0.558089,1.86036e-05
0.0928,0.552478,0.722869,1.27535,0.368318,0.555454,1.85157e-05
0.0929,0.552558,0.722788,1.27535,0.368372,0.55282,1.8428e-05
0.093,0.552648,0.722698,1.27535,0.368432,0.550188,1.83402e-05
0.0931,0.552747,0.7226,1.27535,0.368498,0.547557,1.82525e-05
0.0932,0.552854,0.722492,1.27535,0.368569,0.544928,1.81649e-05
0.0933,0.552971,0.722376,1.27535,0.368647,0.542301,1.80773e-05
0.0934,0.553096,0.722251,1.27535,0.36873,0.539675,1.79898e-05
0.0935,0.55323,0.722117,1.27535,0.36882,0.53705,1.79023e-05
0.0936,0.553373,0.721974,1.27535,0.368915,0.534428,1.78149e-05
0.0937,0.553525,0.721821,1.27535,0.369017,0.531806,1.77275e-05
0.0938,0.553687,0.721659,1.27535,0.369124,0.529187,1.76401e-05
0.0939,0.553857,0.721489,1.27535,0.369238,0.526569,1.75529e-05
0.094,0.554036,0.72131,1.27535,0.369357,0.523952,1.74657e-05
0.0941,0.554224,0.721122,1.27535,0.369482,0.521337,1.73785e-05
0.0942,0.55442,0.720926,1.27535,0.369613,0.518725,1.72914e-05
0.0943,0.554624,0.720721,1.27535,0.36975,0.516113,1.72044e-05
0.0944,0.554838,0.720508,1.27535,0.369892,0.513504,1.71174e-05
0.0945,0.55506,0.720285,1.27535,0.37004,0.510896,1.70304e-05
0.0946,0.555291,0.720055,1.27535,0.370194,0.50829,1.69436e-05
0.0947,0.55553,0.719816,1.27535,0.370353,0.505687,1.68568e-05
0.0948,0.555777,0.719569,1.27535,0.370518,0.503084,1.677e-05
0.0949,0.556033,0.719313,1.27535,0.370688,0.500484,1.66834e-05
0.095,0.556297,0.719049,1.27535,0.370864,0.497886,1.65968e-05
0.0951,0.556569,0.718777,1.27535,0.371046,0.495289,1.65102e-05
0.0952,0.556849,0.718496,1.27535,0.371233,0.492695,1.64237e-05
0.0953,0.557138,0.718208,1.27535,0.371425,0.490103,1.63373e-05
0.0954,0.557434,0.717911,1.27535,0.371623,0.487512,1.6251e-05
0.0955,0.557738,0.717607,1.27535,0.371826,0.484924,1.61647e-05
0.0956,0.558051,0.717295,1.27535,0.372034,0.482337,1.60785e-05
0.0957,0.558371,0.716974,1.27535,0.372248,0.479753,1.59923e-05
0.0958,0.5587,0.716646,1.27535,0.372466,0.477171,1.59062e-05
0.0959,0.559036,0.71631,1.27535,0.372691,0.474591,1.58202e-05
0.096,0.55938,0.715966,1.27535,0.37292,0.472013,1.57343e-05
0.0961,0.559731,0.715614,1.27535,0.373154,0.469437,1.56484e-05
0.0962,0.560091,0.715255,1.27535,0.373394,0.466863,1.55626e-05
0.0963,0.560458,0.714887,1.27535,0.373639,0.464292,1.54769e-05
0.0964,0.560833,0.714513,1.27535,0.373889,0.461723,1.53913e-05
0.0965,0.561215,0.71413,1.27535,0.374143,0.459156,1.53057e-05
0.0966,0.561605,0.71374,1.27535,0.374403,0.456591,1.52202e-05
0.0967,0.562003,0.713343,1.27535,0.374668,0.454028,1.51348e-05
0.0968,0.562408,0.712937,1.27535,0.374939,0.451468,1.50494e-05
0.0969,0.562822,0.712523,1.27535,0.375215,0.44891,1.49642e-05
0.097,0.563244,0.712101,1.27535,0.375496,0.446354,1.4879e-05
0.0971,0.563672,0.711673,1.27535,0.375782,0.4438,1.47938e-05
0.0972,0.564108,0.711237,1.27535,0.376072,0.441249,1.47088e-05
0.0973,0.564552,0.710793,1.27535,0.376368,0.4387,1.46238e-05
0.0974,0.565002,0.710343,1.27535,0.376668,0.436153,1.45389e-05
0.0975,0.56546,0.709885,1.27535,0.376973,0.433609,1.44541e-05
0.0976,0.565925,0.70942,1.27534,0.377283,0.431067,1.43694e-05
0.0977,0.566397,0.708948,1.27534,0.377598,0.428528,1.42848e-05
0.0978,0.566877,0.708468,1.27534,0.377918,0.425991,1.42002e-05
0.0979,0.567363,0.707982,1.27534,0.378242,0.423457,1.41157e-05
0.098,0.567856,0.707488,1.27534,0.378571,0.420925,1.40313e-05
0.0981,0.568357,0.706988,1.27534,0.378904,0.418396,1.3947e-05
0.0982,0.568864,0.706481,1.27534,0.379243,0.415869,1.38628e-05
0.0983,0.569378,0.705967,1.27534,0.379585,0.413344,1.37786e-05
0.0984,0.569899,0.705446,1.27534,0.379932,0.410823,1.36945e-05
0.0985,0.570426,0.704919,1.27534,0.380284,0.408303,1.36106e-05
0.0986,0.57096,0.704385,1.27534,0.38064,0.405787,1.35267e-05
0.0987,0.571501,0.703844,1.27534,0.381001,0.403273,1.34429e-05
0.0988,0.572049,0.703296,1.27534,0.381366,0.400762,1.33592e-05
0.0989,0.572602,0.702742,1.27534,0.381735,0.398253,1.32755e-05
0.099,0.573163,0.702182,1.27534,0.382109,0.395747,1.3192e-05
0.0991,0.57373,0.701615,1.27534,0.382487,0.393243,1.31086e-05
0.0992,0.574303,0.701042,1.27534,0.382869,0.390743,1.30252e-05
0.0993,0.574883,0.700462,1.27534,0.383255,0.388245,1.29419e-05
0.0994,0.575469,0.699876,1.27534,0.383646,0.38575,1.28587e-05
0.0995,0.576061,0.699284,1.27534,0.384041,0.383257,1.27757e-05
0.0996,0.57666,0.698685,1.27534,0.38444,0.380767,1.26927e-05
0.0997,0.577265,0.69808,1.27534,0.384843,0.37828,1.26098e-05
0.0998,0.577876,0.697469,1.27534,0.38525,0.375796,1.2527e-05
0.0999,0.578493,0.696852,1.27534,0.385662,0.373314,1.24442e-05
0.1,0.579116,0.696229,1.27534,0.386077,0.370836,1.23616e-05
0.1001,0.579745,0.6956,1.27534,0.386497,0.36836,1.22791e-05
0.1002,0.58038,0.694965,1.27534,0.38692,0.365887,1.21966e-05
0.1003,0.581021,0.694324,1.27534,0.387348,0.363417,1.21143e-05
0.1004,0.581668,0.693677,1.27534,0.387779,0.36095,1.20321e-05
0.1005,0.582321,0.693024,1.27534,0.388214,0.358485,1.19499e-05
0.1006,0.58298,0.692365,1.27534,0.388653,0.356024,1.18679e-05
0.1007,0.583644,0.691701,1.27534,0.389096,0.353565,1.17859e-05
0.1008,0.584314,0.691031,1.27534,0.389543,0.35111,1.1704e-05
0.1009,0.584989,0.690355,1.27534,0.389993,0.348657,1.16223e-05
0.101,0.585671,0.689674,1.27534,0.390447,0.346207,1.15406e-05
0.1011,0.586357,0.688987,1.27534,0.390905,0.34376,1.14591e-05
0.1012,0.58705,0.688295,1.27534,0.391366,0.341316,1.13776e-05
0.1013,0.587747,0.687597,1.27534,0.391832,0.338876,1.12962e-05
0.1014,0.588451,0.686894,1.27534,0.3923,0.336438,1.1215e-05
0.1015,0.589159,0.686186,1.27534,0.392773,0.334003,1.11338e-05
0.1016,0.589873,0.685472,1.27534,0.393249,0.331571,1.10527e-05
0.1017,0.590592,0.684753,1.27534,0.393728,0.329142,1.09718e-05
0.1018,0.591317,0.684028,1.27534,0.394211,0.326717,1.08909e-05
0.1019,0.592046,0.683299,1.27534,0.394697,0.324294,1.08102e-05
0.102,0.592781,0.682564,1.27534,0.395187,0.321874,1.07295e-05
0.1021,0.593522,0.681823,1.27535,0.395681,0.319458,1.06489e-05
0.1022,0.594269,0.681076,1.27535,0.396179,0.317044,1.05685e-05
0.1023,0.595021,0.680324,1.27535,0.396681,0.314633,1.04881e-05
0.1024,0.595778,0.679568,1.27535,0.397185,0.312225,1.04079e-05
0.1025,0.59654,0.678806,1.27535,0.397693,0.309821,1.03277e-05
0.1026,0.597306,0.678039,1.27535,0.398204,0.30742,1.02477e-05
0.1027,0.598078,0.677267,1.27535,0.398719,0.305022,1.01677e-05
0.1028,0.598854,0.676491,1.27535,0.399236,0.302627,1.00879e-05
0.1029,0.599636,0.67571,1.27535,0.399757,0.300235,1.00082e-05
0.103,0.600422,0.674923,1.27534,0.400281,0.297846,9.92853e-06
0.1031,0.601214,0.674131,1.27534,0.400809,0.29546,9.84901e-06
0.1032,0.602011,0.673334,1.27534,0.40134,0.293078,9.76959e-06
0.1033,0.602812,0.672533,1.27534,0.401874,0.290698,9.69027e-06
0.1034,0.603618,0.671727,1.27534,0.402412,0.288322,9.61106e-06
0.1035,0.604428,0.670917,1.27534,0.402952,0.285949,9.53196e-06
0.1036,0.605243,0.670101,1.27534,0.403496,0.28358,9.45297e-06
0.1037,0.606063,0.669282,1.27534,0.404042,0.281213,9.37408e-06
0.1038,0.606887,0.668458,1.27534,0.404591,0.27885,9.29531e-06
0.1039,0.607715,0.66763,1.27534,0.405143,0.27649,9.21664e-06
0.104,0.608547,0.666798,1.27534,0.405698,0.274133,9.13809e-06
0.1041,0.609384,0.665961,1.27534,0.406256,0.27178,9.05964e-06
0.1042,0.610225,0.66512,1.27534,0.406816,0.26943,8.9813e-06
0.1043,0.61107,0.664275,1.27534,0.40738,0.267083,8.90308e-06
0.1044,0.611919,0.663426,1.27534,0.407946,0.26474,8.82496e-06
0.1045,0.612772,0.662573,1.27534,0.408515,0.2624,8.74696e-06
0.1046,0.613629,0.661716,1.27534,0.409086,0.260063,8.66907e-06
0.1047,0.61449,0.660854,1.27534,0.40966,0.25773,8.59129e-06
0.1048,0.615355,0.659989,1.27534,0.410237,0.2554,8.51362e-06
0.1049,0.616224,0.659121,1.27534,0.410816,0.253073,8.43606e-06
0.105,0.617097,0.658248,1.27534,0.411398,0.25075,8.35862e-06
0.1051,0.617973,0.657371,1.27534,0.411982,0.24843,8.28129e-06
0.1052,0.618854,0.656491,1.27534,0.412569,0.246114,8.20407e-06
0.1053,0.619739,0.655606,1.27534,0.413159,0.243801,8.12696e-06
0.1054,0.620628,0.654717,1.27534,0.413752,0.241491,8.04996e-06
0.1055,0.62152,0.653825,1.27534,0.414347,0.239184,7.97308e-06
0.1056,0.622416,0.652929,1.27534,0.414944,0.236881,7.89631e-06
0.1057,0.623316,0.652029,1.27534,0.415544,0.234582,7.81966e-06
0.1058,0.624219,0.651126,1.27534,0.416146,0.232286,7.74312e-06
0.1059,0.625126,0.650219,1.27534,0.41675,0.229993,7.66669e-06
0.106,0.626036,0.649309,1.27534,0.417357,0.227704,7.59038e-06
0.1061,0.626949,0.648396,1.27534,0.417966,0.225418,7.51419e-06
0.1062,0.627866,0.647479,1.27534,0.418577,0.223136,7.43811e-06
0.1063,0.628786,0.646559,1.27534,0.419191,0.220857,7.36215e-06
0.1064,0.629709,0.645636,1.27534,0.419806,0.218582,7.2863e-06
0.1065,0.630636,0.644709,1.27534,0.420424,0.21631,7.21057e-06
0.1066,0.631565,0.64378,1.27534,0.421043,0.214042,7.13496e-06
0.1067,0.632498,0.642847,1.27534,0.421665,0.211777,7.05946e-06
0.1068,0.633434,0.641911,1.27534,0.422289,0.209516,6.98409e-06
0.1069,0.634373,0.640972,1.27534,0.422915,0.207258,6.90883e-06
0.107,0.635315,0.64003,1.27534,0.423543,0.205004,6.83368e-06
0.1071,0.636259,0.639085,1.27534,0.424173,0.202753,6.75866e-06
0.1072,0.637207,0.638138,1.27534,0.424805,0.200506,6.68375e-06
0.1073,0.638158,0.637187,1.27534,0.425439,0.198262,6.60896e-06
0.1074,0.639111,0.636233,1.27534,0.426074,0.196022,6.53429e-06
0.1075,0.640068,0.635277,1.27534,0.426712,0.193786,6.45974e-06
0.1076,0.641027,0.634318,1.27534,0.427351,0.191553,6.38531e-06
0.1077,0.641989,0.633356,1.27534,0.427992,0.189323,6.31099e-06
0.1078,0.642953,0.632392,1.27534,0.428635,0.187098,6.2368e-06
0.1079,0.64392,0.631425,1.27534,0.42928,0.184876,6.16273e-06
0.108,0.64489,0.630455,1.27534,0.429927,0.182657,6.08877e-06
0.1081,0.645862,0.629483,1.27534,0.430575,0.180442,6.01494e-06
0.1082,0.646837,0.628508,1.27534,0.431225,0.178231,5.94122e-06
0.1083,0.647815,0.62753,1.27534,0.431876,0.176023,5.86763e-06
0.1084,0.648794,0.626551,1.27534,0.43253,0.173819,5.79415e-06
0.1085,0.649776,0.625568,1.27534,0.433184,0.171618,5.7208e-06
0.1086,0.650761,0.624584,1.27534,0.433841,0.169421,5.64757e-06
0.1087,0.651748,0.623597,1.27534,0.434499,0.167228,5.57445e-06
0.1088,0.652737,0.622608,1.27534,0.435158,0.165038,5.50146e-06
0.1089,0.653729,0.621616,1.27534,0.435819,0.162852,5.42859e-06
0.109,0.654722,0.620623,1.27534,0.436481,0.16067,5.35584e-06
0.1091,0.655718,0.619627,1.27534,0.437145,0.158491,5.28322e-06
0.1092,0.656716,0.618629,1.27534,0.437811,0.156316,5.21071e-06
0.1093,0.657716,0.617629,1.27534,0.438477,0.154145,5.13833e-06
0.1094,0.658718,0.616627,1.27534,0.439146,0.151977,5.06607e-06
0.1095,0.659723,0.615622,1.27534,0.439815,0.149813,4.99392e-06
0.1096,0.660729,0.614616,1.27535,0.440486,0.147652,4.92191e-06
0.1097,0.661738,0.613607,1.27535,0.441158,0.145495,4.85001e-06
0.1098,0.662748,0.612597,1.27535,0.441832,0.143342,4.77823e-06
0.1099,0.663761,0.611584,1.27535,0.442507,0.141193,4.70658e-06
0.11,0.664775,0.61057,1.27535,0.443183,0.139047,4.63505e-06
0.1101,0.665791,0.609554,1.27535,0.443861,0.136905,4.56364e-06
0.1102,0.666809,0.608536,1.27534,0.444539,0.134766,4.49236e-06
0.1103,0.667828,0.607517,1.27534,0.445219,0.132631,4.4212e-06
0.1104,0.66885,0.606495,1.27534,0.4459,0.1305,4.35016e-06
0.1105,0.669873,0.605472,1.27534,0.446582,0.128373,4.27925e-06
0.1106,0.670897,0.604448,1.27534,0.447265,0.126249,4.20846e-06
0.1107,0.671923,0.603422,1.27534,0.447949,0.124129,4.13779e-06
0.1108,0.672951,0.602394,1.27534,0.448634,0.122013,4.06725e-06
0.1109,0.67398,0.601365,1.27534,0.44932,0.119901,3.99683e-06
0.111,0.675011,0.600334,1.27534,0.450007,0.117792,3.92653e-06
0.1111,0.676044,0.599301,1.27534,0.450696,0.115687,3.85635e-06
0.1112,0.677078,0.598267,1.27534,0.451385,0.113585,3.7863e-06
0.1113,0.678115,0.59723,1.27534,0.452076,0.111487,3.71636e-06
0.1114,0.679152,0.596192,1.27534,0.452768,0.109393,3.64655e-06
0.1115,0.680191,0.595153,1.27534,0.453461,0.107302,3.57687e-06
0.1116,0.681232,0.594113,1.27534,0.454154,0.105216,3.5073e-06
0.1117,0.682273,0.593071,1.27534,0.454849,0.103133,3.43787e-06
0.1118,0.683316,0.592029,1.27534,0.455544,0.101053,3.36855e-06
0.1119,0.68436,0.590985,1.27534,0.45624,0.0989776,3.29937e-06
0.112,0.685405,0.58994,1.27534,0.456937,0.0969058,3.2303e-06
0.1121,0.686451,0.588893,1.27534,0.457634,0.0948377,3.16136e-06
0.1122,0.6875,0.587844,1.27534,0.458333,0.0927731,3.09254e-06
0.1123,0.688551,0.586793,1.27534,0.459034,0.0907121,3.02384e-06
0.1124,0.689603,0.585742,1.27534,0.459735,0.0886547,2.95526e-06
0.1125,0.690656,0.584689,1.27534,0.460437,0.0866012,2.8868e-06
0.1126,0.691709,0.583635,1.27534,0.46114,0.0845514,2.81848e-06
0.1127,0.692764,0.58258,1.27534,0.461843,0.0825053,2.75027e-06
0.1128,0.69382,0.581525,1.27534,0.462547,0.0804631,2.68219e-06
0.1129,0.694877,0.580468,1.27534,0.463251,0.0784244,2.61424e-06
0.113,0.695934,0.57941,1.27534,0.463956,0.0763895,2.5464e-06
0.1131,0.696993,0.578351,1.27534,0.464662,0.0743583,2.4787e-06
0.1132,0.698053,0.577292,1.27534,0.465368,0.0723309,2.41111e-06
0.1133,0.699113,0.576231,1.27534,0.466075,0.0703072,2.34365e-06
0.1134,0.700174,0.57517,1.27534,0.466783,0.0682873,2.27632e-06
0.1135,0.701236,0.574109,1.27534,0.46749,0.0662712,2.20912e-06
0.1136,0.702298,0.573046,1.27534,0.468199,0.0642589,2.14204e-06
0.1137,0.703361,0.571984,1.27534,0.468907,0.0622503,2.07508e-06
0.1138,0.704424,0.57092,1.27534,0.469616,0.0602455,2.00825e-06
0.1139,0.705488,0.569856,1.27534,0.470325,0.0582445,1.94155e-06
0.114,0.706553,0.568792,1.27534,0.471035,0.0562472,1.87497e-06
0.1141,0.707618,0.567726,1.27534,0.471745,0.0542537,1.80852e-06
0.1142,0.708683,0.566661,1.27534,0.472455,0.052264,1.74219e-06
0.1143,0.709749,0.565595,1.27534,0.473166,0.0502781,1.67599e-06
0.1144,0.710815,0.564529,1.27534,0.473877,0.0482959,1.60992e-06
0.1145,0.711882,0.563462,1.27534,0.474588,0.0463176,1.54397e-06
0.1146,0.712949,0.562395,1.27534,0.475299,0.044343,1.47815e-06
0.1147,0.714017,0.561328,1.27534,0.476011,0.0423722,1.41245e-06
0.1148,0.715084,0.56026,1.27534,0.476723,0.0404051,1.34688e-06
0.1149,0.716152,0.559192,1.27534,0.477435,0.0384419,1.28144e-06
0.115,0.71722,0.558124,1.27534,0.478147,0.0364824,1.21612e-06
0.1151,0.718289,0.557056,1.27534,0.478859,0.0345267,1.15093e-06
0.1152,0.719357,0.555987,1.27534,0.479571,0.0325748,1.08587e-06
0.1153,0.720426,0.554919,1.27534,0.480284,0.0306267,1.02093e-06
0.1154,0.721494,0.55385,1.27534,0.480996,0.0286824,9.56112e-07
0.1155,0.722563,0.552781,1.27534,0.481709,0.0267418,8.91425e-07
0.1156,0.723632,0.551712,1.27534,0.482422,0.0248049,8.2686e-07
0.1157,0.724702,0.550642,1.27534,0.483135,0.0228717,7.62418e-07
0.1158,0.725772,0.549573,1.27534,0.483848,0.0209423,6.98102e-07
0.1159,0.726841,0.548503,1.27534,0.484561,0.0190167,6.33912e-07
0.116,0.727911,0.547434,1.27534,0.485274,0.0170948,5.69848e-07
0.1161,0.72898,0.546364,1.27534,0.485987,0.0151767,5.0591e-07
0.1162,0.730049,0.545295,1.27534,0.4867,0.0132625,4.42099e-07
0.1163,0.731119,0.544226,1.27534,0.487412,0.0113519,3.78413e-07
0.1164,0.732188,0.543157,1.27534,0.488125,0.00944522,3.14853e-07
0.1165,0.733257,0.542088,1.27534,0.488838,0.00754224,2.51419e-07
0.1166,0.734325,0.541019,1.27534,0.48955,0.00564301,1.88109e-07
0.1167,0.735394,0.53995,1.27534,0.490263,0.00374756,1.24925e-07
0.1168,0.736463,0.538882,1.27534,0.490975,0.00185589,6.18672e-08
0.1169,0.737531,0.537814,1.27534,0.491687,-3.19999e-05,-1.0646e-09
0.117,0.738598,0.536746,1.27534,0.492399,-0.00191611,-6.38705e-08
0.1171,0.739666,0.535678,1.27534,0.493111,-0.00379645,-1.2655e-07
0.1172,0.740733,0.534611,1.27534,0.493822,-0.00567301,-1.89105e-07
0.1173,0.7418,0.533545,1.27534,0.494533,-0.0075458,-2.51533e-07
0.1174,0.742866,0.532478,1.27534,0.495244,-0.0094148,-3.13835e-07
0.1175,0.743932,0.531412,1.27534,0.495955,-0.01128,-3.76012e-07
0.1176,0.744997,0.530347,1.27534,0.496665,-0.0131415,-4.38063e-07
0.1177,0.746062,0.529282,1.27534,0.497375,-0.0149992,-4.99988e-07
