time,kinetic_energy_pp,potential_energy_pp,total_energy_pp,temperature,velo_autocor,diffusion_coef
0.4081,0.970499,0.48458,1.45508,0.646999,-0.284906,-9.49718e-06
0.4082,0.970447,0.484631,1.45508,0.646965,-0.285077,-9.50288e-06
0.4083,0.970395,0.484684,1.45508,0.64693,-0.285247,-9.50856e-06
0.4084,0.970341,0.484737,1.45508,0.646894,-0.285417,-9.51422e-06
0.4085,0.970287,0.484791,1.45508,0.646858,-0.285587,-9.51987e-06
0.4086,0.970232,0.484846,1.45508,0.646822,-0.285756,-9.5255e-06
0.4087,0.970177,0.484902,1.45508,0.646785,-0.285924,-9.53112e-06
0.4088,0.97012,0.484958,1.45508,0.646747,-0.286092,-9.53672e-06
0.4089,0.970063,0.485016,1.45508,0.646709,-0.28626,-9.54231e-06
0.409,0.970005,0.485074,1.45508,0.64667,-0.286427,-9.54788e-06
0.4091,0.969946,0.485132,1.45508,0.646631,-0.286594,-9.55344e-06
0.4092,0.969887,0.485192,1.45508,0.646591,-0.28676,-9.55898e-06
0.4093,0.969826,0.485252,1.45508,0.646551,-0.286926,-9.5645e-06
0.4094,0.969765,0.485313,1.45508,0.64651,-0.287091,-9.57001e-06
0.4095,0.969703,0.485375,1.45508,0.646469,-0.287256,-9.5755e-06
0.4096,0.969641,0.485438,1.45508,0.646427,-0.28742,-9.58098e-06
0.4097,0.969577,0.485501,1.45508,0.646385,-0.287584,-9.58645e-06
0.4098,0.969513,0.485566,1.45508,0.646342,-0.287747,-9.5919e-06
0.4099,0.969448,0.48563,1.45508,0.646299,-0.28791,-9.59733e-06
0.41,0.969383,0.485696,1.45508,0.646255,-0.288073,-9.60275e-06
0.4101,0.969316,0.485762,1.45508,0.646211,-0.288235,-9.60815e-06
0.4102,0.969249,0.48583,1.45508,0.646166,-0.288396,-9.61353e-06
0.4103,0.969181,0.485897,1.45508,0.646121,-0.288557,-9.6189e-06
0.4104,0.969113,0.485966,1.45508,0.646075,-0.288718,-9.62425e-06
0.4105,0.969043,0.486035,1.45508,0.646029,-0.288878,-9.62958e-06
0.4106,0.968973,0.486105,1.45508,0.645982,-0.289037,-9.6349e-06
0.4107,0.968903,0.486176,1.45508,0.645935,-0.289196,-9.6402e-06
0.4108,0.968831,0.486248,1.45508,0.645887,-0.289355,-9.64548e-06
0.4109,0.968759,0.48632,1.45508,0.645839,-0.289513,-9.65075e-06
0.411,0.968686,0.486393,1.45508,0.645791,-0.28967,-9.656e-06
0.4111,0.968612,0.486466,1.45508,0.645742,-0.289827,-9.66123e-06
0.4112,0.968538,0.48654,1.45508,0.645692,-0.289984,-9.66645e-06
0.4113,0.968464,0.486615,1.45508,0.645642,-0.29014,-9.67165e-06
0.4114,0.968388,0.48669,1.45508,0.645592,-0.290295,-9.67683e-06
0.4115,0.968312,0.486767,1.45508,0.645541,-0.29045,-9.682e-06
0.4116,0.968235,0.486843,1.45508,0.64549,-0.290605,-9.68715e-06
0.4117,0.968158,0.486921,1.45508,0.645439,-0.290759,-9.69228e-06
0.4118,0.96808,0.486999,1.45508,0.645387,-0.290912,-9.69739e-06
0.4119,0.968001,0.487077,1.45508,0.645334,-0.291065,-9.70249e-06
0.412,0.967922,0.487157,1.45508,0.645281,-0.291217,-9.70757e-06
0.4121,0.967842,0.487237,1.45508,0.645228,-0.291369,-9.71263e-06
0.4122,0.967761,0.487317,1.45508,0.645174,-0.29152,-9.71767e-06
0.4123,0.96768,0.487398,1.45508,0.64512,-0.291671,-9.72269e-06
0.4124,0.967598,0.48748,1.45508,0.645066,-0.291821,-9.7277e-06
0.4125,0.967516,0.487563,1.45508,0.645011,-0.291971,-9.73269e-06
0.4126,0.967433,0.487646,1.45508,0.644955,-0.29212,-9.73767e-06
0.4127,0.967349,0.48773,1.45508,0.644899,-0.292269,-9.74262e-06
0.4128,0.967265,0.487814,1.45508,0.644843,-0.292417,-9.74756e-06
0.4129,0.96718,0.487899,1.45508,0.644787,-0.292565,-9.75248e-06
0.413,0.967095,0.487984,1.45508,0.64473,-0.292712,-9.7574e-06
0.4131,0.967009,0.48807,1.45508,0.644672,-0.292859,-9.76231e-06
0.4132,0.966922,0.488156,1.45508,0.644615,-0.293006,-9.76719e-06
0.4133,0.966835,0.488244,1.45508,0.644557,-0.293152,-9.77206e-06
0.4134,0.966747,0.488331,1.45508,0.644498,-0.293297,-9.7769e-06
0.4135,0.966659,0.488419,1.45508,0.644439,-0.293442,-9.78173e-06
0.4136,0.96657,0.488508,1.45508,0.64438,-0.293587,-9.78654e-06
0.4137,0.966481,0.488597,1.45508,0.644321,-0.29373,-9.79134e-06
0.4138,0.966392,0.488686,1.45508,0.644262,-0.293873,-9.79611e-06
0.4139,0.966303,0.488776,1.45508,0.644202,-0.294016,-9.80086e-06
0.414,0.966213,0.488866,1.45508,0.644142,-0.294158,-9.80559e-06
0.4141,0.966122,0.488956,1.45508,0.644082,-0.294299,-9.81031e-06
0.4142,0.966031,0.489047,1.45508,0.644021,-0.29444,-9.81501e-06
0.4143,0.96594,0.489139,1.45508,0.64396,-0.294581,-9.81968e-06
0.4144,0.965848,0.489231,1.45508,0.643899,-0.29472,-9.82433e-06
0.4145,0.965756,0.489323,1.45508,0.643837,-0.294859,-9.82897e-06
0.4146,0.965664,0.489415,1.45508,0.643776,-0.294998,-9.83358e-06
0.4147,0.965571,0.489508,1.45508,0.643714,-0.295136,-9.83818e-06
0.4148,0.965477,0.489602,1.45508,0.643652,-0.295273,-9.84276e-06
0.4149,0.965383,0.489695,1.45508,0.643589,-0.29541,-9.84732e-06
0.415,0.965289,0.48979,1.45508,0.643526,-0.295546,-9.85186e-06
0.4151,0.965194,0.489884,1.45508,0.643463,-0.295682,-9.85638e-06
0.4152,0.965099,0.48998,1.45508,0.6434,-0.295817,-9.86089e-06
0.4153,0.965004,0.490075,1.45508,0.643336,-0.295951,-9.86537e-06
0.4154,0.964908,0.490171,1.45508,0.643272,-0.296085,-9.86983e-06
0.4155,0.964811,0.490268,1.45508,0.643208,-0.296218,-9.87427e-06
0.4156,0.964715,0.490364,1.45508,0.643143,-0.29635,-9.87867e-06
0.4157,0.964617,0.490461,1.45508,0.643078,-0.296482,-9.88305e-06
0.4158,0.96452,0.490559,1.45508,0.643013,-0.296612,-9.88741e-06
0.4159,0.964422,0.490657,1.45508,0.642948,-0.296743,-9.89175e-06
0.416,0.964324,0.490755,1.45508,0.642883,-0.296872,-9.89607e-06
0.4161,0.964225,0.490854,1.45508,0.642817,-0.297001,-9.90038e-06
0.4162,0.964126,0.490953,1.45508,0.642751,-0.29713,-9.90466e-06
0.4163,0.964027,0.491052,1.45508,0.642685,-0.297258,-9.90892e-06
0.4164,0.963927,0.491151,1.45508,0.642618,-0.297385,-9.91316e-06
0.4165,0.963828,0.491251,1.45508,0.642552,-0.297512,-9.91739e-06
0.4166,0.963727,0.491352,1.45508,0.642485,-0.297638,-9.92159e-06
0.4167,0.963627,0.491452,1.45508,0.642418,-0.297763,-9.92577e-06
0.4168,0.963526,0.491553,1.45508,0.642351,-0.297888,-9.92994e-06
0.4169,0.963425,0.491654,1.45508,0.642283,-0.298012,-9.93408e-06
0.417,0.963323,0.491756,1.45508,0.642216,-0.298136,-9.9382e-06
0.4171,0.963222,0.491857,1.45508,0.642148,-0.298259,-9.9423e-06
0.4172,0.96312,0.491959,1.45508,0.64208,-0.298382,-9.94639e-06
0.4173,0.963018,0.492061,1.45508,0.642012,-0.298504,-9.95045e-06
0.4174,0.962915,0.492164,1.45508,0.641943,-0.298625,-9.95449e-06
0.4175,0.962812,0.492266,1.45508,0.641875,-0.298745,-9.95851e-06
0.4176,0.96271,0.492369,1.45508,0.641806,-0.298865,-9.96251e-06
0.4177,0.962606,0.492472,1.45508,0.641738,-0.298985,-9.96649e-06
0.4178,0.962503,0.492576,1.45508,0.641669,-0.299104,-9.97045e-06
0.4179,0.9624,0.492679,1.45508,0.6416,-0.299222,-9.97439e-06
0.418,0.962296,0.492783,1.45508,0.641531,-0.299339,-9.97831e-06
0.4181,0.962192,0.492887,1.45508,0.641461,-0.299456,-9.98221e-06
0.4182,0.962088,0.492991,1.45508,0.641392,-0.299573,-9.98609e-06
0.4183,0.961984,0.493095,1.45508,0.641323,-0.299688,-9.98994e-06
0.4184,0.96188,0.493199,1.45508,0.641253,-0.299803,-9.99378e-06
0.4185,0.961775,0.493303,1.45508,0.641184,-0.299918,-9.99759e-06
0.4186,0.961671,0.493408,1.45508,0.641114,-0.300032,-1.00014e-05
0.4187,0.961566,0.493513,1.45508,0.641044,-0.300145,-1.00052e-05
0.4188,0.961462,0.493617,1.45508,0.640974,-0.300257,-1.00089e-05
0.4189,0.961357,0.493722,1.45508,0.640904,-0.300369,-1.00126e-05
0.419,0.961252,0.493827,1.45508,0.640835,-0.300481,-1.00164e-05
0.4191,0.961147,0.493932,1.45508,0.640765,-0.300591,-1.002e-05
0.4192,0.961042,0.494037,1.45508,0.640695,-0.300701,-1.00237e-05
0.4193,0.960937,0.494142,1.45508,0.640624,-0.300811,-1.00274e-05
0.4194,0.960832,0.494247,1.45508,0.640554,-0.300919,-1.0031e-05
0.4195,0.960726,0.494352,1.45508,0.640484,-0.301028,-1.00346e-05
0.4196,0.960621,0.494458,1.45508,0.640414,-0.301135,-1.00382e-05
0.4197,0.960516,0.494563,1.45508,0.640344,-0.301242,-1.00417e-05
0.4198,0.960411,0.494668,1.45508,0.640274,-0.301348,-1.00453e-05
0.4199,0.960306,0.494773,1.45508,0.640204,-0.301454,-1.00488e-05
0.42,0.960201,0.494878,1.45508,0.640134,-0.301559,-1.00523e-05
0.4201,0.960096,0.494983,1.45508,0.640064,-0.301663,-1.00558e-05
0.4202,0.959991,0.495088,1.45508,0.639994,-0.301767,-1.00592e-05
0.4203,0.959887,0.495193,1.45508,0.639924,-0.30187,-1.00627e-05
0.4204,0.959783,0.495296,1.45508,0.639855,-0.301973,-1.00661e-05
0.4205,0.95968,0.495399,1.45508,0.639787,-0.302076,-1.00695e-05
0.4206,0.959576,0.495503,1.45508,0.639718,-0.302178,-1.00729e-05
0.4207,0.959473,0.495606,1.45508,0.639649,-0.302279,-1.00763e-05
0.4208,0.95937,0.495709,1.45508,0.63958,-0.30238,-1.00797e-05
0.4209,0.959268,0.495811,1.45508,0.639512,-0.302479,-1.0083e-05
0.421,0.959166,0.495914,1.45508,0.639444,-0.302579,-1.00863e-05
0.4211,0.959063,0.496016,1.45508,0.639376,-0.302677,-1.00896e-05
0.4212,0.958961,0.496118,1.45508,0.639308,-0.302775,-1.00928e-05
0.4213,0.958859,0.49622,1.45508,0.63924,-0.302872,-1.00961e-05
0.4214,0.958758,0.496321,1.45508,0.639172,-0.302969,-1.00993e-05
0.4215,0.958656,0.496423,1.45508,0.639104,-0.303064,-1.01025e-05
0.4216,0.958555,0.496524,1.45508,0.639037,-0.30316,-1.01057e-05
0.4217,0.958454,0.496625,1.45508,0.638969,-0.303254,-1.01088e-05
0.4218,0.958353,0.496726,1.45508,0.638902,-0.303348,-1.01119e-05
0.4219,0.958253,0.496827,1.45508,0.638835,-0.303441,-1.0115e-05
0.422,0.958152,0.496927,1.45508,0.638768,-0.303534,-1.01181e-05
0.4221,0.958052,0.497027,1.45508,0.638701,-0.303626,-1.01212e-05
0.4222,0.957952,0.497127,1.45508,0.638635,-0.303717,-1.01242e-05
0.4223,0.957853,0.497226,1.45508,0.638569,-0.303808,-1.01273e-05
0.4224,0.957754,0.497325,1.45508,0.638502,-0.303897,-1.01303e-05
0.4225,0.957655,0.497424,1.45508,0.638437,-0.303987,-1.01332e-05
0.4226,0.957556,0.497523,1.45508,0.638371,-0.304075,-1.01362e-05
0.4227,0.957458,0.497621,1.45508,0.638305,-0.304163,-1.01391e-05
0.4228,0.95736,0.497719,1.45508,0.63824,-0.30425,-1.0142e-05
0.4229,0.957263,0.497817,1.45508,0.638175,-0.304337,-1.01449e-05
0.423,0.957165,0.497914,1.45508,0.63811,-0.304423,-1.01478e-05
0.4231,0.95707,0.49801,1.45508,0.638046,-0.304509,-1.01506e-05
0.4232,0.956975,0.498105,1.45508,0.637983,-0.304595,-1.01535e-05
0.4233,0.956881,0.498199,1.45508,0.637921,-0.30468,-1.01563e-05
0.4234,0.956787,0.498293,1.45508,0.637858,-0.304764,-1.01592e-05
0.4235,0.956694,0.498386,1.45508,0.637796,-0.304848,-1.01619e-05
0.4236,0.956601,0.498479,1.45508,0.637734,-0.304931,-1.01647e-05
0.4237,0.956509,0.498571,1.45508,0.637672,-0.305014,-1.01675e-05
0.4238,0.956417,0.498663,1.45508,0.637611,-0.305096,-1.01702e-05
0.4239,0.956325,0.498755,1.45508,0.63755,-0.305177,-1.01729e-05
0.424,0.956239,0.498838,1.45508,0.637493,-0.305259,-1.01756e-05
0.4241,0.956159,0.498918,1.45508,0.637439,-0.305342,-1.01784e-05
0.4242,0.95608,0.498998,1.45508,0.637386,-0.305424,-1.01811e-05
0.4243,0.956,0.499077,1.45508,0.637334,-0.305506,-1.01839e-05
0.4244,0.981389,0.499156,1.45508,0.65426,-0.328409,-1.09473e-05
0.4245,0.981285,0.49926,1.48054,0.65419,-0.32849,-1.095e-05
0.4246,0.98118,0.499364,1.48054,0.65412,-0.328569,-1.09527e-05
0.4247,0.981077,0.499468,1.48054,0.654051,-0.328648,-1.09553e-05
0.4248,0.980974,0.499571,1.48054,0.653983,-0.328727,-1.09579e-05
0.4249,0.980871,0.499674,1.48054,0.653914,-0.328804,-1.09605e-05
0.425,0.980769,0.499776,1.48054,0.653846,-0.328881,-1.09631e-05
0.4251,0.980668,0.499877,1.48054,0.653779,-0.328957,-1.09656e-05
0.4252,0.980567,0.499978,1.48054,0.653711,-0.329033,-1.09681e-05
0.4253,0.980467,0.500078,1.48054,0.653645,-0.329108,-1.09706e-05
0.4254,0.980367,0.500178,1.48054,0.653578,-0.329182,-1.09731e-05
0.4255,0.980268,0.500276,1.48054,0.653512,-0.329255,-1.09755e-05
0.4256,0.98017,0.500375,1.48054,0.653447,-0.329328,-1.0978e-05
0.4257,0.980072,0.500472,1.48054,0.653382,-0.3294,-1.09804e-05
0.4258,0.979975,0.500569,1.48054,0.653317,-0.329472,-1.09828e-05
0.4259,0.979879,0.500666,1.48054,0.653253,-0.329543,-1.09851e-05
0.426,0.979783,0.500761,1.48054,0.653189,-0.329613,-1.09875e-05
0.4261,0.97969,0.500854,1.48054,0.653127,-0.329682,-1.09898e-05
0.4262,0.979599,0.500945,1.48054,0.653066,-0.329752,-1.09921e-05
0.4263,0.979508,0.501035,1.48054,0.653006,-0.32982,-1.09944e-05
0.4264,0.979419,0.501125,1.48054,0.652946,-0.329888,-1.09966e-05
0.4265,0.97933,0.501214,1.48054,0.652886,-0.329956,-1.09989e-05
0.4266,0.979242,0.501302,1.48054,0.652828,-0.330022,-1.10011e-05
0.4267,0.979154,0.50139,1.48054,0.652769,-0.330088,-1.10033e-05
0.4268,0.979068,0.501476,1.48054,0.652712,-0.330153,-1.10055e-05
0.4269,0.978982,0.501562,1.48054,0.652655,-0.330218,-1.10076e-05
0.427,0.978897,0.501647,1.48054,0.652598,-0.330282,-1.10098e-05
0.4271,0.978813,0.501731,1.48054,0.652542,-0.330345,-1.10119e-05
0.4272,0.978729,0.501814,1.48054,0.652486,-0.330407,-1.10139e-05
0.4273,0.978647,0.501897,1.48054,0.652431,-0.330469,-1.1016e-05
0.4274,0.978565,0.501979,1.48054,0.652377,-0.33053,-1.1018e-05
0.4275,0.978484,0.502059,1.48054,0.652323,-0.330591,-1.10201e-05
0.4276,0.978404,0.502139,1.48054,0.65227,-0.330651,-1.10221e-05
0.4277,0.978325,0.502218,1.48054,0.652217,-0.33071,-1.1024e-05
0.4278,0.978247,0.502296,1.48054,0.652165,-0.330768,-1.1026e-05
0.4279,0.97817,0.502373,1.48054,0.652114,-0.330826,-1.10279e-05
0.428,0.978094,0.502449,1.48054,0.652063,-0.330883,-1.10298e-05
0.4281,0.978019,0.502525,1.48054,0.652013,-0.33094,-1.10317e-05
0.4282,0.977945,0.502599,1.48054,0.651963,-0.330995,-1.10335e-05
0.4283,0.977872,0.502672,1.48054,0.651915,-0.33105,-1.10354e-05
0.4284,0.9778,0.502744,1.48054,0.651866,-0.331105,-1.10372e-05
0.4285,0.977728,0.502816,1.48054,0.651819,-0.331159,-1.1039e-05
0.4286,0.977658,0.502886,1.48054,0.651772,-0.331212,-1.10408e-05
0.4287,0.977589,0.502955,1.48054,0.651726,-0.331264,-1.10425e-05
0.4288,0.97752,0.503023,1.48054,0.65168,-0.331316,-1.10442e-05
0.4289,0.977453,0.503091,1.48054,0.651635,-0.331367,-1.10459e-05
0.429,0.977387,0.503157,1.48054,0.651591,-0.331417,-1.10476e-05
0.4291,0.977322,0.503222,1.48054,0.651548,-0.331467,-1.10493e-05
0.4292,0.977258,0.503286,1.48054,0.651505,-0.331516,-1.10509e-05
0.4293,0.977195,0.503349,1.48054,0.651463,-0.331564,-1.10525e-05
0.4294,0.977133,0.503411,1.48054,0.651422,-0.331612,-1.10541e-05
0.4295,0.977072,0.503472,1.48054,0.651381,-0.331659,-1.10557e-05
0.4296,0.977012,0.503532,1.48054,0.651341,-0.331705,-1.10572e-05
0.4297,0.976953,0.50359,1.48054,0.651302,-0.331751,-1.10587e-05
0.4298,0.976896,0.503648,1.48054,0.651264,-0.331796,-1.10602e-05
0.4299,0.97684,0.503704,1.48054,0.651226,-0.33184,-1.10617e-05
0.43,0.976784,0.503759,1.48054,0.65119,-0.331883,-1.10631e-05
0.4301,0.97673,0.503814,1.48054,0.651154,-0.331926,-1.10646e-05
0.4302,0.976677,0.503866,1.48054,0.651118,-0.331969,-1.1066e-05
0.4303,0.976626,0.503918,1.48054,0.651084,-0.33201,-1.10674e-05
0.4304,0.976575,0.503969,1.48054,0.65105,-0.332051,-1.10687e-05
0.4305,0.976526,0.504018,1.48054,0.651017,-0.332091,-1.10701e-05
0.4306,0.976478,0.504066,1.48054,0.650985,-0.332131,-1.10714e-05
0.4307,0.976431,0.504113,1.48054,0.650954,-0.33217,-1.10727e-05
0.4308,0.976385,0.504159,1.48054,0.650923,-0.332208,-1.1074e-05
0.4309,0.976341,0.504203,1.48054,0.650894,-0.332245,-1.10752e-05
0.431,0.976298,0.504246,1.48054,0.650865,-0.332282,-1.10764e-05
0.4311,0.976257,0.504287,1.48054,0.650838,-0.332318,-1.10777e-05
0.4312,0.976217,0.504327,1.48054,0.650811,-0.332354,-1.10788e-05
0.4313,0.976178,0.504366,1.48054,0.650785,-0.332389,-1.108e-05
0.4314,0.976141,0.504402,1.48054,0.650761,-0.332424,-1.10812e-05
0.4315,0.976107,0.504436,1.48054,0.650738,-0.332458,-1.10823e-05
0.4316,0.976074,0.504469,1.48054,0.650716,-0.332492,-1.10834e-05
0.4317,0.976042,0.504501,1.48054,0.650695,-0.332525,-1.10845e-05
0.4318,0.976012,0.504531,1.48054,0.650675,-0.332558,-1.10856e-05
0.4319,0.975983,0.50456,1.48054,0.650655,-0.332589,-1.10867e-05
0.432,0.975956,0.504588,1.48054,0.650637,-0.33262,-1.10877e-05
0.4321,0.975929,0.504614,1.48054,0.65062,-0.332651,-1.10887e-05
0.4322,0.975904,0.504639,1.48054,0.650603,-0.332681,-1.10897e-05
0.4323,0.975881,0.504663,1.48054,0.650587,-0.33271,-1.10907e-05
0.4324,0.97586,0.504684,1.48054,0.650573,-0.332739,-1.10917e-05
0.4325,0.975841,0.504703,1.48054,0.650561,-0.332767,-1.10926e-05
0.4326,0.975824,0.504721,1.48054,0.650549,-0.332794,-1.10935e-05
0.4327,0.975808,0.504736,1.48054,0.650538,-0.332821,-1.10944e-05
0.4328,0.975793,0.504751,1.48054,0.650529,-0.332847,-1.10953e-05
0.4329,0.97578,0.504764,1.48054,0.65052,-0.332872,-1.10961e-05
0.433,0.975768,0.504776,1.48054,0.650512,-0.332897,-1.10969e-05
0.4331,0.975758,0.504786,1.48054,0.650505,-0.332921,-1.10977e-05
0.4332,0.975749,0.504795,1.48054,0.6505,-0.332945,-1.10985e-05
0.4333,0.975742,0.504802,1.48054,0.650495,-0.332968,-1.10993e-05
0.4334,0.975737,0.504808,1.48054,0.650491,-0.33299,-1.11e-05
0.4335,0.975732,0.504812,1.48054,0.650488,-0.333011,-1.11008e-05
0.4336,0.975729,0.504815,1.48054,0.650486,-0.333032,-1.11015e-05
0.4337,0.975728,0.504816,1.48054,0.650486,-0.333053,-1.11021e-05
0.4338,0.975729,0.504815,1.48054,0.650486,-0.333072,-1.11028e-05
0.4339,0.975731,0.504813,1.48054,0.650487,-0.333091,-1.11034e-05
0.434,0.975735,0.504809,1.48054,0.65049,-0.33311,-1.1104e-05
0.4341,0.975741,0.504803,1.48054,0.650494,-0.333128,-1.11047e-05
0.4342,0.975748,0.504796,1.48054,0.650499,-0.333146,-1.11052e-05
0.4343,0.975757,0.504787,1.48054,0.650505,-0.333163,-1.11058e-05
0.4344,0.975767,0.504777,1.48054,0.650512,-0.333179,-1.11063e-05
0.4345,0.975779,0.504765,1.48054,0.65052,-0.333195,-1.11069e-05
0.4346,0.975793,0.504751,1.48054,0.650529,-0.33321,-1.11074e-05
0.4347,0.975808,0.504736,1.48054,0.650539,-0.333224,-1.11078e-05
0.4348,0.975825,0.504719,1.48054,0.65055,-0.333238,-1.11083e-05
0.4349,0.975843,0.504701,1.48054,0.650562,-0.333251,-1.11087e-05
0.435,0.975863,0.504681,1.48054,0.650575,-0.333264,-1.11092e-05
0.4351,0.975885,0.504659,1.48054,0.65059,-0.333276,-1.11096e-05
0.4352,0.975908,0.504636,1.48054,0.650605,-0.333287,-1.11099e-05
0.4353,0.975933,0.504611,1.48054,0.650622,-0.333298,-1.11103e-05
0.4354,0.975959,0.504585,1.48054,0.650639,-0.333308,-1.11106e-05
0.4355,0.975987,0.504557,1.48054,0.650658,-0.333317,-1.11109e-05
0.4356,0.976017,0.504527,1.48054,0.650678,-0.333326,-1.11112e-05
0.4357,0.976048,0.504496,1.48054,0.650699,-0.333335,-1.11115e-05
0.4358,0.976081,0.504463,1.48054,0.650721,-0.333342,-1.11118e-05
0.4359,0.976116,0.504428,1.48054,0.650744,-0.333349,-1.1112e-05
0.436,0.976152,0.504392,1.48054,0.650768,-0.333356,-1.11122e-05
0.4361,0.97619,0.504354,1.48054,0.650794,-0.333362,-1.11124e-05
0.4362,0.97623,0.504314,1.48054,0.65082,-0.333367,-1.11126e-05
0.4363,0.976272,0.504272,1.48054,0.650848,-0.333372,-1.11128e-05
0.4364,0.976315,0.504229,1.48054,0.650876,-0.333376,-1.11129e-05
0.4365,0.976359,0.504185,1.48054,0.650906,-0.33338,-1.1113e-05
0.4366,0.976406,0.504138,1.48054,0.650937,-0.333383,-1.11131e-05
0.4367,0.976454,0.50409,1.48054,0.65097,-0.333385,-1.11132e-05
0.4368,0.976505,0.504039,1.48054,0.651004,-0.333386,-1.11132e-05
0.4369,0.976559,0.503985,1.48054,0.65104,-0.333384,-1.11132e-05
0.437,0.976615,0.50393,1.48054,0.651077,-0.333382,-1.11131e-05
0.4371,0.976672,0.503872,1.48054,0.651115,-0.33338,-1.1113e-05
0.4372,0.976731,0.503813,1.48054,0.651154,-0.333376,-1.11129e-05
0.4373,0.976792,0.503752,1.48054,0.651195,-0.333373,-1.11128e-05
0.4374,0.976855,0.50369,1.48054,0.651237,-0.333369,-1.11127e-05
0.4375,0.976919,0.503625,1.48054,0.651279,-0.333364,-1.11125e-05
0.4376,0.976985,0.503559,1.48054,0.651324,-0.333358,-1.11123e-05
0.4377,0.977053,0.503491,1.48054,0.651369,-0.333352,-1.11121e-05
0.4378,0.977123,0.503422,1.48054,0.651415,-0.333346,-1.11119e-05
0.4379,0.977194,0.50335,1.48054,0.651463,-0.333339,-1.11117e-05
0.438,0.977267,0.503277,1.48054,0.651512,-0.333331,-1.11114e-05
0.4381,0.977342,0.503202,1.48054,0.651562,-0.333323,-1.11111e-05
0.4382,0.977419,0.503125,1.48054,0.651613,-0.333314,-1.11108e-05
0.4383,0.977498,0.503047,1.48054,0.651665,-0.333305,-1.11105e-05
0.4384,0.977578,0.502967,1.48054,0.651719,-0.333295,-1.11102e-05
0.4385,0.97766,0.502885,1.48054,0.651773,-0.333285,-1.11099e-05
0.4386,0.977744,0.502801,1.48054,0.651829,-0.333274,-1.11095e-05
0.4387,0.97783,0.502715,1.48054,0.651886,-0.333263,-1.11091e-05
0.4388,0.977917,0.502627,1.48054,0.651945,-0.333251,-1.11087e-05
0.4389,0.978007,0.502538,1.48054,0.652004,-0.333238,-1.11083e-05
0.439,0.978098,0.502447,1.48054,0.652065,-0.333225,-1.11079e-05
0.4391,0.978191,0.502354,1.48054,0.652127,-0.333212,-1.11074e-05
0.4392,0.978285,0.502259,1.48054,0.65219,-0.333198,-1.1107e-05
0.4393,0.978382,0.502163,1.48054,0.652255,-0.333183,-1.11065e-05
0.4394,0.97848,0.502064,1.48054,0.65232,-0.333168,-1.1106e-05
0.4395,0.97858,0.501964,1.48054,0.652387,-0.333153,-1.11055e-05
0.4396,0.978682,0.501862,1.48054,0.652455,-0.333136,-1.11049e-05
0.4397,0.978786,0.501758,1.48054,0.652524,-0.33312,-1.11044e-05
0.4398,0.978892,0.501653,1.48054,0.652595,-0.333103,-1.11038e-05
0.4399,0.978999,0.501545,1.48054,0.652666,-0.333085,-1.11032e-05
0.44,0.979109,0.501436,1.48054,0.652739,-0.333067,-1.11026e-05
0.4401,0.97922,0.501325,1.48054,0.652813,-0.333048,-1.1102e-05
0.4402,0.979333,0.501212,1.48054,0.652888,-0.333029,-1.11013e-05
0.4403,0.979447,0.501097,1.48054,0.652965,-0.33301,-1.11007e-05
0.4404,0.979564,0.500981,1.48054,0.653043,-0.332989,-1.11e-05
0.4405,0.979682,0.500862,1.48054,0.653121,-0.332969,-1.10993e-05
0.4406,0.979802,0.500742,1.48054,0.653202,-0.332948,-1.10986e-05
0.4407,0.979925,0.500619,1.48054,0.653284,-0.332927,-1.10979e-05
0.4408,0.980051,0.500493,1.48054,0.653367,-0.332906,-1.10972e-05
0.4409,0.980178,0.500366,1.48054,0.653452,-0.332885,-1.10965e-05
0.441,0.980308,0.500236,1.48054,0.653538,-0.332863,-1.10958e-05
0.4411,0.980439,0.500105,1.48054,0.653626,-0.332841,-1.10951e-05
0.4412,0.980573,0.499971,1.48054,0.653715,-0.332818,-1.10943e-05
0.4413,0.980708,0.499836,1.48054,0.653805,-0.332795,-1.10935e-05
0.4414,0.980845,0.499699,1.48054,0.653897,-0.332772,-1.10928e-05
0.4415,0.980984,0.499559,1.48054,0.65399,-0.332748,-1.1092e-05
0.4416,0.981125,0.499418,1.48054,0.654084,-0.332723,-1.10911e-05
0.4417,0.981268,0.499276,1.48054,0.654179,-0.332698,-1.10903e-05
0.4418,0.981413,0.499131,1.48054,0.654275,-0.332673,-1.10895e-05
0.4419,0.981559,0.498985,1.48054,0.654373,-0.332647,-1.10886e-05
0.442,0.981707,0.498836,1.48054,0.654472,-0.332621,-1.10877e-05
0.4421,0.981857,0.498686,1.48054,0.654572,-0.332594,-1.10868e-05
0.4422,0.982009,0.498535,1.48054,0.654673,-0.332567,-1.10859e-05
0.4423,0.982163,0.498381,1.48054,0.654775,-0.33254,-1.1085e-05
0.4424,0.982318,0.498225,1.48054,0.654879,-0.332512,-1.10841e-05
0.4425,0.982476,0.498068,1.48054,0.654984,-0.332483,-1.10831e-05
0.4426,0.982635,0.497908,1.48054,0.65509,-0.332455,-1.10822e-05
0.4427,0.982797,0.497747,1.48054,0.655198,-0.332425,-1.10812e-05
0.4428,0.98296,0.497583,1.48054,0.655307,-0.332396,-1.10802e-05
0.4429,0.983125,0.497418,1.48054,0.655417,-0.332366,-1.10792e-05
