Step,AveragePressure,MuExcess
901,0.778087,-2.93281
902,0.738947,-2.40864
903,0.763089,-3.15029
904,0.755771,-2.23233
905,0.669769,-2.28748
906,0.697553,-2.96382
907,0.711643,-2.96009
908,0.765456,-2.53181
909,0.89486,-2.91382
910,0.730576,-3.01565
911,0.723516,-2.21543
912,0.774858,-2.54986
913,0.728679,-2.81124
914,0.730263,-1.99969
915,0.727259,-2.59879
916,0.729906,-2.2164
917,0.698645,-2.31219
918,0.635577,-2.36226
919,0.627163,-2.42954
920,0.625326,-2.55999
921,0.610473,-2.99167
922,0.67416,-2.72689
923,0.691111,-2.69954
924,0.633452,-3.57734
925,0.633698,-2.79071
926,0.642063,-2.88609
927,0.67747,-2.59887
928,0.675124,-2.24049
929,0.808083,-2.63694
930,0.739181,-2.2633
931,0.767834,-2.39764
932,0.687756,-2.56551
933,0.733507,-2.79996
934,0.767518,-2.44457
935,0.718484,-2.59479
936,0.729691,-2.27404
937,0.781347,-3.84513
938,0.681155,-2.79754
939,0.677786,-2.56758
940,0.713214,-2.61117
941,0.672294,-2.86678
942,0.64237,-2.80361
943,0.77361,-2.86257
944,0.785337,-2.99233
945,0.792176,-2.6619
946,0.833275,-3.45564
947,0.861278,-2.9901
948,0.799613,-3.43733
949,0.77453,-2.54596
950,0.769138,-3.09592
951,0.768342,-2.90963
952,0.743362,-2.65508
953,0.78275,-2.69172
954,0.851598,-3.27638
955,0.724841,-2.19758
956,0.733274,-3.22571
957,0.704688,-3.02175
958,0.782164,-2.44187
959,0.671212,-2.99494
960,0.752206,-2.37996
961,0.731766,-2.81874
962,0.73341,-2.05443
963,0.723451,-3.73085
964,0.727315,-2.40388
965,0.682193,-3.12139
966,0.681866,-1.7684
967,0.791951,-2.86738
968,0.71059,-2.68438
969,0.732007,-3.33825
970,0.734422,-2.99608
971,0.747615,-2.76279
972,0.797995,-2.18818
973,0.722886,-2.24599
974,0.747585,-3.19718
975,0.70688,-3.25145
976,0.70317,-1.79309
977,0.711622,-2.7558
978,0.736152,-2.32866
979,0.805371,-3.45607
980,0.807111,-2.56467
981,0.72518,-2.08303
982,0.699139,-2.64307
983,0.677131,-2.39311
984,0.685017,-2.03608
985,0.745091,-2.67563
986,0.730199,-2.26832
987,0.73504,-3.01617
988,0.646322,-2.81142
989,0.707411,-2.51177
990,0.676475,-2.97684
991,0.757487,-2.52925
992,0.680709,-1.58596
993,0.67301,-2.22343
994,0.689275,-2.5245
995,0.714695,-2.9363
996,0.756152,-2.04985
997,0.678227,-3.35707
998,0.673465,-2.70331
999,0.760661,-2.2193
