Step,AveragePressure,MuExcess
901,0.717671,-2.84908
902,0.710706,-2.54582
903,0.889726,-2.30793
904,0.75907,-2.40251
905,0.880774,-2.9379
906,0.865904,-2.65727
907,0.682601,-2.55522
908,0.688047,-3.03423
909,0.751034,-3.10455
910,0.659548,-1.45654
911,0.71481,-2.01114
912,0.702922,-2.3258
913,0.736347,-2.34521
914,0.692839,-2.62417
915,0.770663,-2.37764
916,0.796947,-2.09186
917,0.809857,-2.6901
918,0.685485,-2.52926
919,0.774779,-2.92613
920,0.725984,-2.76341
921,0.779407,-2.4834
922,0.794024,-2.02179
923,0.772332,-3.56109
924,0.789667,-2.66921
925,0.833048,-2.67389
926,0.703229,-2.90036
927,0.752538,-2.64497
928,0.762047,-3.12181
929,0.790622,-2.57501
930,0.758469,-2.64754
931,0.703488,-1.77367
932,0.714264,-3.96767
933,0.668009,-3.93015
934,0.639337,-3.01911
935,0.698774,-2.73023
936,0.679305,-2.48607
937,0.700862,-2.5814
938,0.785999,-2.75522
939,0.696735,-2.35236
940,0.770432,-1.58485
941,0.672751,-2.51441
942,0.634147,-3.28995
943,0.802532,-2.18704
944,0.734134,-2.49126
945,0.72232,-2.29648
946,0.723554,-2.19314
947,0.738798,-2.82414
948,0.712906,-2.59535
949,0.823978,-2.95725
950,0.774112,-3.39417
951,0.768947,-2.58866
952,0.754936,-2.5616
953,0.858662,-2.52826
954,0.836132,-2.42846
955,0.857283,-3.23899
956,0.779738,-2.59311
957,0.717668,-3.04798
958,0.691905,-2.41205
959,0.699674,-2.39633
960,0.686263,-2.70751
961,0.708907,-2.22994
962,0.676205,-2.34934
963,0.678492,-4.36452
964,0.670517,-2.04969
965,0.716816,-2.36783
966,0.662147,-2.72287
967,0.728144,-2.53459
968,0.729418,-3.27323
969,0.793418,-1.93145
970,0.811786,-2.88712
971,0.69167,-2.77077
972,0.674746,-2.51353
973,0.69248,-2.63885
974,0.669222,-2.22785
975,0.639071,-3.10684
976,0.709446,-2.14771
977,0.770561,-3.50202
978,0.832101,-2.9163
979,0.818143,-2.42718
980,0.772717,-3.25797
981,0.717847,-2.42206
982,0.755298,-3.93723
983,0.751934,-2.51882
984,0.765804,-2.83369
985,0.672093,-2.97993
986,0.694456,-1.92495
987,0.704643,-2.10334
988,0.703173,-2.56326
989,0.703027,-2.75507
990,0.684766,-2.86715
991,0.687427,-2.88398
992,0.705844,-2.6468
993,0.779647,-2.43499
994,0.774457,-2.90877
995,0.682501,-2.09456
996,0.7239,-4.101
997,0.679489,-2.1177
998,0.727043,-2.27801
999,0.784049,-2.50953
