Step,AveragePressure,MuExcess
901,0.578043,-2.06019
902,0.566127,-2.40234
903,0.568815,-3.07773
904,0.422651,-2.30047
905,0.440389,-1.85396
906,0.427086,-2.30392
907,0.509987,-2.80205
908,0.475526,-2.37249
909,0.413089,-2.69921
910,0.370599,-2.55501
911,0.379066,-3.18133
912,0.416722,-2.86496
913,0.430223,-2.35351
914,0.393043,-3.548
915,0.445665,-2.84048
916,0.522668,-2.89535
917,0.551149,-2.5713
918,0.550569,-2.35775
919,0.484075,-2.56435
920,0.486168,-1.84651
921,0.457201,-2.1369
922,0.449065,-2.4286
923,0.38308,-2.36354
924,0.506792,-2.53673
925,0.521798,-2.74721
926,0.550771,-2.59391
927,0.428853,-2.35992
928,0.39477,-2.53803
929,0.424539,-2.54865
930,0.453837,-2.63484
931,0.556573,-2.9795
932,0.497434,-3.87968
933,0.462933,-2.56202
934,0.527703,-2.93902
935,0.554775,-2.31908
936,0.510703,-3.01578
937,0.466964,-1.46819
938,0.464061,-3.19987
939,0.482077,-3.17275
940,0.444971,-2.28216
941,0.432548,-2.09262
942,0.556724,-2.3654
943,0.464759,-2.8589
944,0.416855,-3.70341
945,0.413974,-2.81115
946,0.413571,-2.54929
947,0.385505,-2.99801
948,0.394711,-2.19748
949,0.398148,-2.40017
950,0.423566,-1.91362
951,0.493435,-2.5551
952,0.510425,-3.1808
953,0.619361,-2.24872
954,0.558681,-2.23877
955,0.50901,-2.83889
956,0.561939,-2.66335
957,0.612218,-2.37368
958,0.391891,-2.13965
959,0.394854,-2.46037
960,0.401228,-2.40301
961,0.353636,-2.34974
962,0.403009,-2.54001
963,0.401328,-2.87071
964,0.415587,-2.40891
965,0.46143,-2.56426
966,0.422533,-3.53884
967,0.385089,-2.15894
968,0.364076,-2.39272
969,0.372808,-2.72824
970,0.396693,-2.60251
971,0.528869,-4.01068
972,0.434136,-2.48198
973,0.425169,-2.49973
974,0.417145,-2.19796
975,0.479108,-2.68913
976,0.519503,-2.4926
977,0.403652,-2.94286
978,0.399732,-2.7791
979,0.380323,-2.89324
980,0.353499,-2.0353
981,0.479059,-3.19285
982,0.351035,-1.81093
983,0.365136,-2.1643
984,0.372478,-2.4836
985,0.395201,-2.73187
986,0.553081,-2.9074
987,0.458958,-2.70908
988,0.50607,-2.18416
989,0.443401,-2.16653
990,0.454769,-2.18599
991,0.478216,-2.66364
992,0.603116,-2.61656
993,0.527072,-3.33796
994,0.53055,-2.95351
995,0.500117,-2.24127
996,0.504881,-2.54795
997,0.494007,-2.49618
998,0.447595,-2.14052
999,0.404349,-2.19786
