Step,AveragePressure,MuExcess
901,0.55504,-2.57337
902,0.557521,-2.32599
903,0.623641,-3.20748
904,0.671174,-2.08212
905,0.609928,-2.64173
906,0.534012,-3.01836
907,0.517536,-2.91897
908,0.57369,-3.17918
909,0.571697,-2.6772
910,0.644657,-2.4086
911,0.622493,-2.67694
912,0.566772,-3.16806
913,0.560454,-2.62853
914,0.60737,-3.23954
915,0.572944,-3.06688
916,0.550279,-2.52802
917,0.655824,-2.30497
918,0.598517,-3.40076
919,0.529212,-3.14615
920,0.525173,-2.57888
921,0.529566,-1.98237
922,0.533809,-2.71785
923,0.495311,-2.79302
924,0.465299,-2.8278
925,0.572245,-2.4252
926,0.579119,-2.88928
927,0.556065,-2.53497
928,0.61137,-2.80978
929,0.645427,-2.8143
930,0.646559,-2.40542
931,0.668536,-2.73623
932,0.627807,-2.71097
933,0.626739,-3.02269
934,0.69358,-2.46321
935,0.6654,-2.76129
936,0.622769,-3.71848
937,0.645872,-2.27912
938,0.561415,-2.97514
939,0.566876,-3.61096
940,0.585198,-2.64525
941,0.587057,-2.97477
942,0.534545,-3.77238
943,0.513065,-2.16893
944,0.519517,-2.89413
945,0.51223,-2.14297
946,0.517324,-3.11122
947,0.482896,-2.13123
948,0.526718,-3.11287
949,0.50306,-2.65943
950,0.535463,-2.60114
951,0.604507,-2.71346
952,0.660052,-2.76636
953,0.570208,-3.4559
954,0.52188,-2.34299
955,0.552582,-2.43533
956,0.572867,-2.56755
957,0.535005,-2.45217
958,0.50164,-2.79504
959,0.500683,-2.44506
960,0.513658,-2.80849
961,0.556136,-3.31287
962,0.555481,-2.3669
963,0.57188,-2.72349
964,0.529266,-2.25243
965,0.55125,-2.17579
966,0.556583,-2.19078
967,0.559217,-2.62668
968,0.527794,-2.46784
969,0.683402,-2.948
970,0.591568,-3.06682
971,0.613449,-1.88809
972,0.579972,-2.84806
973,0.514395,-2.19769
974,0.53974,-2.26589
975,0.606463,-2.75532
976,0.618971,-2.8878
977,0.520838,-3.11955
978,0.516865,-2.8841
979,0.552216,-2.51148
980,0.554948,-1.99995
981,0.552264,-1.79882
982,0.605519,-1.8292
983,0.573095,-1.80602
984,0.621535,-2.45921
985,0.620597,-2.25537
986,0.560206,-3.26122
987,0.551372,-2.90864
988,0.519406,-2.46668
989,0.48571,-2.26192
990,0.497023,-2.86917
991,0.486359,-2.27659
992,0.533369,-2.1149
993,0.581477,-2.94963
994,0.586292,-2.56131
995,0.6688,-3.65384
996,0.643763,-2.51543
997,0.632566,-2.91241
998,0.654161,-2.53862
999,0.595487,-2.53792
