Step,AveragePressure,MuExcess
901,0.0371726,-2.28885
902,0.0384492,-2.19372
903,0.0244251,-2.51334
904,0.0553283,-2.48855
905,0.0274198,-2.49819
906,0.0641969,-2.0237
907,0.0567252,-2.76161
908,0.0586026,-2.05126
909,0.091039,-2.07599
910,0.116026,-1.83644
911,0.0465154,-1.74677
912,0.0418969,-2.51239
913,0.0620866,-2.54668
914,-0.0206849,-2.41921
915,-0.000582969,-2.97272
916,0.0149607,-2.64365
917,0.0853917,-2.13309
918,0.0395553,-2.61258
919,0.0889048,-2.20002
920,0.0767628,-3.85039
921,0.147846,-2.42973
922,0.113535,-1.94815
923,0.119785,-3.25171
924,0.126666,-2.51966
925,0.0292562,-2.3643
926,0.0198279,-2.40235
927,0.0926452,-2.5324
928,0.0558793,-1.93449
929,0.0922337,-3.01079
930,0.020017,-3.00547
931,0.113114,-2.08454
932,0.090002,-3.40056
933,0.0855496,-2.69203
934,0.0903556,-3.20459
935,0.127832,-2.11055
936,0.0468179,-3.34495
937,0.0482283,-3.34251
938,0.0314647,-2.09486
939,-0.00235067,-3.0857
940,0.0315279,-1.50016
941,0.0483742,-2.6424
942,0.0354982,-2.14313
943,0.0231486,-2.6765
944,0.0315779,-1.73729
945,0.0318548,-2.51067
946,0.125968,-2.60405
947,0.15693,-2.61618
948,0.0473533,-1.94612
949,0.0500836,-2.87332
950,0.0762707,-2.2939
951,0.127509,-2.21195
952,0.0736938,-2.99773
953,0.140167,-3.01491
954,0.0710023,-2.97864
955,0.135575,-2.10358
956,0.146402,-2.64201
957,0.156612,-2.5249
958,0.154779,-2.91613
959,0.0709476,-2.53137
960,0.0265148,-2.52759
961,0.005959,-2.79084
962,-0.00236598,-2.59167
963,0.111722,-1.73453
964,0.194779,-1.91211
965,0.143853,-2.70217
966,-0.00334326,-2.60515
967,0.0773823,-2.5569
968,0.0853694,-2.51633
969,0.181124,-3.57519
970,0.0561105,-3.92608
971,0.0498012,-2.36549
972,0.119658,-2.27651
973,0.0122387,-2.8671
974,0.018183,-3.17288
975,0.018926,-2.88156
976,0.0573863,-3.22223
977,0.012339,-2.37187
978,0.034031,-2.68108
979,0.0248195,-2.4669
980,0.0541433,-1.93098
981,0.0881008,-2.00165
982,0.134846,-2.37991
983,0.14994,-2.80323
984,0.0715209,-2.35142
985,0.0597372,-3.0629
986,0.0618029,-2.34107
987,0.0469186,-4.1379
988,0.0540826,-2.59739
989,0.119035,-2.52927
990,0.122979,-1.98366
991,0.141215,-2.52469
992,0.0898897,-2.62347
993,0.107974,-3.35166
994,0.120985,-2.80921
995,0.120809,-2.75042
996,0.167742,-2.82605
997,0.17166,-2.14839
998,0.102068,-1.5378
999,0.120477,-2.89079
