Step,AveragePressure,MuExcess
901,0.316007,-2.62388
902,0.254476,-2.29655
903,0.251341,-1.86092
904,0.273781,-2.69607
905,0.340234,-2.30983
906,0.445353,-2.68105
907,0.428249,-2.96125
908,0.36174,-2.72948
909,0.3118,-2.28831
910,0.311965,-2.6004
911,0.222037,-2.80295
912,0.208887,-3.01632
913,0.207527,-2.13501
914,0.219506,-2.37464
915,0.250252,-1.77489
916,0.261114,-1.99845
917,0.391342,-2.84762
918,0.324192,-2.89034
919,0.334222,-2.15971
920,0.304512,-2.49927
921,0.363546,-2.39584
922,0.388821,-2.12494
923,0.346698,-2.55919
924,0.47261,-3.12057
925,0.276959,-2.62999
926,0.249943,-2.67506
927,0.235055,-2.27313
928,0.397711,-2.99791
929,0.349817,-2.73502
930,0.349883,-2.51893
931,0.338841,-1.94579
932,0.408373,-2.3402
933,0.361703,-2.7979
934,0.360752,-2.47155
935,0.401206,-2.44178
936,0.378432,-2.45208
937,0.304335,-2.57564
938,0.304096,-3.16739
939,0.288021,-2.23902
940,0.295067,-2.14882
941,0.407077,-1.9943
942,0.314089,-3.16678
943,0.318012,-2.52174
944,0.410492,-2.6783
945,0.357988,-1.96487
946,0.303693,-2.2043
947,0.375614,-3.39586
948,0.361977,-2.40709
949,0.3538,-2.3483
950,0.293511,-4.07134
951,0.316799,-2.31499
952,0.364916,-2.98034
953,0.462585,-2.41909
954,0.388793,-1.87684
955,0.333133,-2.18296
956,0.370451,-2.88362
957,0.412174,-2.55922
958,0.455937,-2.26798
959,0.298886,-3.15413
960,0.367354,-2.26876
961,0.272369,-2.28691
962,0.321349,-1.88257
963,0.326723,-2.69006
964,0.343139,-2.92123
965,0.2432,-2.49023
966,0.265317,-2.48314
967,0.280789,-2.17718
968,0.265433,-2.3267
969,0.271274,-3.2248
970,0.26807,-2.35113
971,0.293856,-2.30082
972,0.305824,-2.83538
973,0.327849,-1.83261
974,0.297229,-3.0594
975,0.272737,-2.24289
976,0.288158,-2.49066
977,0.24831,-2.68532
978,0.294777,-2.58642
979,0.330147,-2.51491
980,0.273264,-2.23104
981,0.218265,-2.44756
982,0.217898,-3.82424
983,0.305747,-2.25866
984,0.363584,-2.49194
985,0.29574,-2.8792
986,0.234575,-2.80254
987,0.267066,-3.72714
988,0.238147,-2.69858
989,0.323331,-1.98137
990,0.207003,-2.6274
991,0.23978,-2.13539
992,0.242059,-1.89873
993,0.244356,-2.61677
994,0.289612,-2.37116
995,0.301588,-2.87803
996,0.31363,-2.71604
997,0.266308,-2.43424
998,0.256998,-2.27467
999,0.272713,-2.80699
