Step,AveragePressure,MuExcess
901,0.441559,-2.54957
902,0.51166,-2.80411
903,0.486885,-2.50126
904,0.479567,-2.28378
905,0.507583,-2.24367
906,0.525116,-2.24572
907,0.472276,-2.29177
908,0.468628,-2.31056
909,0.504175,-2.5676
910,0.539902,-2.52437
911,0.458028,-2.32689
912,0.459831,-2.43214
913,0.423865,-2.58983
914,0.440556,-2.81462
915,0.431903,-2.41581
916,0.444048,-3.12205
917,0.479794,-2.28928
918,0.59685,-2.93608
919,0.502651,-3.31454
920,0.532113,-2.73853
921,0.647333,-2.60201
922,0.652996,-3.51373
923,0.580508,-2.20589
924,0.558943,-2.53596
925,0.469078,-2.84774
926,0.430834,-2.09559
927,0.454709,-3.28425
928,0.394411,-1.88108
929,0.467323,-3.51125
930,0.541085,-2.10388
931,0.477744,-2.84518
932,0.459499,-1.9034
933,0.39853,-2.09304
934,0.38781,-2.76602
935,0.378991,-2.45498
936,0.47348,-2.67525
937,0.387861,-1.58322
938,0.46208,-2.50609
939,0.450819,-2.04595
940,0.462447,-2.13692
941,0.509047,-2.6202
942,0.451204,-3.21114
943,0.414528,-1.945
944,0.403196,-2.08517
945,0.396358,-2.93093
946,0.420854,-1.73388
947,0.475527,-2.73829
948,0.383789,-2.34847
949,0.382821,-2.49287
950,0.379685,-3.09294
951,0.371534,-3.61216
952,0.361634,-2.19452
953,0.417536,-2.76228
954,0.476267,-2.69222
955,0.446553,-2.62422
956,0.418854,-1.88075
957,0.426215,-3.08561
958,0.389412,-2.13256
959,0.382866,-2.66015
960,0.403282,-3.42562
961,0.357783,-2.7913
962,0.422986,-2.60694
963,0.407362,-2.68553
964,0.469402,-2.39467
965,0.523781,-3.68614
966,0.56159,-2.35568
967,0.51213,-2.77761
968,0.477652,-4.0846
969,0.500689,-2.8657
970,0.528864,-2.2434
971,0.518025,-2.35696
972,0.634596,-2.04679
973,0.53509,-4.12445
974,0.56935,-2.83696
975,0.547793,-3.36316
976,0.448068,-2.90786
977,0.443998,-3.54045
978,0.470212,-2.88595
979,0.47062,-2.70213
980,0.503909,-2.774
981,0.471244,-2.31051
982,0.485804,-2.19496
983,0.504649,-2.22282
984,0.505786,-2.92534
985,0.579387,-2.699
986,0.579682,-1.79162
987,0.588816,-1.98229
988,0.510478,-2.95695
989,0.437988,-1.56184
990,0.535041,-1.80853
991,0.46749,-2.33751
992,0.450746,-2.35499
993,0.408019,-2.4412
994,0.398923,-2.82821
995,0.438323,-2.18142
996,0.434627,-2.18792
997,0.471351,-2.17004
998,0.559725,-2.07411
999,0.433104,-3.38832
