Step,AveragePressure,MuExcess
901,1.16592,-1.82462
902,1.06187,-3.22951
903,0.970101,-2.96357
904,0.982177,-1.83479
905,0.983099,-2.07047
906,1.01948,-2.9211
907,1.03398,-1.95024
908,1.04903,-1.68188
909,1.08367,-2.00757
910,1.11229,-2.71415
911,1.04589,-2.72515
912,1.03727,-3.44127
913,1.04535,-2.26294
914,1.02565,-3.68156
915,1.13069,-2.05399
916,1.06643,-3.29062
917,1.09447,-3.4821
918,1.15828,-2.1155
919,1.26708,-2.56595
920,1.14223,-3.15794
921,1.29319,-2.83462
922,1.2639,-2.42961
923,1.11129,-2.33136
924,1.18248,-2.26505
925,0.973626,-3.3116
926,1.04778,-2.46341
927,1.08001,-2.75545
928,1.05875,-2.38917
929,1.00723,-2.94825
930,1.01054,-2.01644
931,1.12598,-2.1382
932,0.998754,-1.78234
933,1.09765,-2.55197
934,1.10619,-2.50668
935,1.07626,-2.16934
936,1.16469,-2.91999
937,1.09921,-2.77534
938,0.964402,-3.12405
939,0.994537,-1.92877
940,1.05078,-2.87517
941,1.02714,-2.26431
942,0.995028,-3.64697
943,1.04109,-2.13636
944,0.994249,-2.20405
945,1.01982,-2.57567
946,1.01986,-1.46482
947,1.00033,-2.58698
948,1.04784,-1.86212
949,1.03712,-2.28997
950,1.02086,-2.80864
951,1.0199,-2.08272
952,1.03467,-2.41606
953,1.03616,-1.98157
954,1.07501,-2.457
955,1.04664,-3.01242
956,0.993963,-3.29172
957,1.04483,-2.0638
958,1.14659,-2.49415
959,1.1081,-3.0397
960,1.05187,-3.34525
961,1.14496,-3.49712
962,1.12643,-4.13799
963,1.11072,-2.17934
964,1.09992,-1.82485
965,1.02446,-3.08851
966,1.0714,-2.3636
967,1.08432,-2.83451
968,1.20798,-1.75291
969,1.08694,-3.07955
970,1.05231,-2.05346
971,1.05078,-1.95131
972,1.00126,-2.32395
973,1.11191,-2.41357
974,1.01162,-2.65438
975,1.03445,-3.06678
976,1.02511,-2.55643
977,0.996595,-2.87074
978,0.992088,-2.31657
979,0.993447,-2.47073
980,1.07853,-2.14374
981,1.03865,-2.3142
982,1.03771,-2.93265
983,1.04856,-2.57882
984,1.00775,-2.81507
985,0.970962,-2.30259
986,0.941294,-2.10544
987,1.02774,-2.17532
988,1.08682,-2.00897
989,0.985101,-2.3933
990,1.02906,-2.22341
991,1.05476,-3.21123
992,1.11053,-2.846
993,1.01518,-3.50354
994,1.08582,-2.70992
995,1.10428,-2.15811
996,1.04281,-2.45779
997,1.10384,-2.53218
998,1.07894,-2.48252
999,1.11618,-2.54336
