Step,AveragePressure,MuExcess
901,0.641946,-3.09889
902,0.473919,-2.5159
903,0.555642,-2.39803
904,0.485619,-2.49743
905,0.516944,-2.29552
906,0.474863,-3.08357
907,0.523213,-2.62289
908,0.500966,-2.93671
909,0.477341,-2.64819
910,0.450365,-1.96518
911,0.4642,-3.01863
912,0.486781,-3.24058
913,0.547302,-4.97374
914,0.685236,-3.53446
915,0.650645,-2.65314
916,0.7276,-2.12406
917,0.593799,-2.33001
918,0.524677,-2.36524
919,0.509331,-3.28193
920,0.446085,-2.49509
921,0.395706,-2.06476
922,0.460963,-2.27893
923,0.410423,-2.78008
924,0.424751,-2.37958
925,0.498839,-3.69914
926,0.487799,-1.9315
927,0.488464,-2.52575
928,0.557531,-2.54749
929,0.508826,-2.04366
930,0.500452,-2.24936
931,0.539016,-2.14557
932,0.480515,-1.95271
933,0.50544,-2.75358
934,0.452992,-2.43564
935,0.453091,-1.99515
936,0.398549,-2.24074
937,0.388879,-2.57696
938,0.428195,-2.23956
939,0.436804,-2.43846
940,0.399471,-2.38186
941,0.454906,-1.96209
942,0.409351,-2.98357
943,0.417112,-2.7456
944,0.486706,-2.42263
945,0.436666,-2.09233
946,0.464094,-1.97817
947,0.45771,-3.04893
948,0.446368,-3.1487
949,0.537691,-2.98855
950,0.437915,-1.83485
951,0.486973,-2.15345
952,0.497341,-3.30012
953,0.524343,-2.06457
954,0.499338,-2.75892
955,0.478008,-2.112
956,0.550789,-1.82212
957,0.542937,-2.48847
958,0.499283,-1.91581
959,0.518691,-2.23679
960,0.569482,-2.23349
961,0.481687,-2.6859
962,0.516902,-2.28476
963,0.432978,-2.73083
964,0.453293,-1.60564
965,0.492862,-1.99832
966,0.577263,-3.27403
967,0.482372,-3.10699
968,0.487473,-1.83767
969,0.493433,-1.85578
970,0.531308,-2.51777
971,0.536527,-3.2513
972,0.486209,-2.8707
973,0.409092,-2.85184
974,0.425205,-2.92523
975,0.559287,-3.30095
976,0.52523,-2.44025
977,0.523771,-3.05413
978,0.553702,-2.6324
979,0.572193,-1.94533
980,0.536946,-2.51326
981,0.580319,-2.90745
982,0.567165,-1.5787
983,0.508105,-3.26531
984,0.558236,-3.12037
985,0.543109,-2.85484
986,0.621493,-2.74417
987,0.587861,-2.43657
988,0.681428,-1.98466
989,0.527674,-2.58181
990,0.523222,-2.37176
991,0.515203,-3.18655
992,0.500516,-2.98651
993,0.593644,-2.94218
994,0.599974,-2.89263
995,0.427817,-2.52541
996,0.396371,-2.29814
997,0.400646,-2.47519
998,0.42472,-2.23366
999,0.479762,-2.57662
