Step,AveragePressure,MuExcess
901,0.162996,-3.04135
902,0.180997,-3.13631
903,-0.0569806,-2.03972
904,-0.0110988,-2.91481
905,-0.0223156,-2.23314
906,-0.0377081,-2.16728
907,0.0404061,-2.72886
908,0.233752,-2.29725
909,0.0539618,-2.76625
910,0.00452818,-2.16733
911,0.0554937,-3.51737
912,0.0863654,-2.41581
913,0.0918459,-1.65429
914,0.175133,-3.35125
915,0.0150768,-3.62967
916,0.0170891,-1.96083
917,-0.00537141,-2.39112
918,0.00283643,-2.47217
919,-0.00407188,-2.34902
920,0.070608,-2.92387
921,-0.00323237,-1.88081
922,-0.00567961,-3.43321
923,-0.0415488,-2.04586
924,-0.0568956,-2.4042
925,0.090613,-2.26471
926,0.0527375,-2.32111
927,-0.00899334,-2.20606
928,0.0301752,-3.04334
929,0.0512423,-1.91921
930,0.0478204,-3.20485
931,0.091551,-2.18452
932,0.066767,-2.61858
933,0.00348636,-2.84977
934,0.0249355,-3.11218
935,0.0631193,-2.37735
936,0.0753082,-2.46556
937,0.107035,-2.67287
938,0.0799287,-2.34807
939,0.0789697,-3.12665
940,0.0883064,-2.44793
941,-0.0165937,-2.325
942,0.0642078,-3.13663
943,0.0119064,-2.10648
944,0.00166207,-2.6646
945,-0.0285602,-2.3908
946,0.00850675,-2.85131
947,-0.0143816,-1.9563
948,-0.0502191,-3.46488
949,-0.00404669,-2.91728
950,0.00908863,-3.14402
951,0.0141318,-2.95506
952,0.011355,-2.40579
953,0.0385707,-2.39291
954,0.00489751,-3.28414
955,0.0132348,-2.39606
956,-0.0235312,-2.70048
957,0.106839,-2.84314
958,0.112211,-2.53612
959,0.0880393,-2.44111
960,0.0679466,-2.23376
961,0.0428598,-2.62513
962,0.0457462,-1.71414
963,0.00305283,-1.76583
964,-0.0228216,-2.41532
965,-0.0364354,-2.57194
966,-0.0443588,-2.77964
967,-0.0706223,-3.00184
968,0.00798097,-3.06242
969,0.168165,-2.78059
970,0.0899088,-2.75132
971,0.172227,-2.50816
972,0.0254367,-1.77582
973,0.016716,-2.52845
974,0.156999,-2.69161
975,0.126455,-2.66696
976,0.0358111,-2.09027
977,-0.0495614,-2.58136
978,-0.0208309,-2.85594
979,0.0500339,-2.52298
980,0.072515,-2.6327
981,0.0260258,-2.86555
982,0.057076,-2.88484
983,0.0949053,-2.52037
984,0.00155447,-2.12221
985,-0.037528,-1.69775
986,0.0331998,-2.58106
987,0.0616153,-2.62767
988,-0.000716831,-3.86443
989,0.0452871,-2.2843
990,0.12301,-1.9848
991,0.0917536,-2.6955
992,0.118578,-3.61151
993,0.243317,-2.07376
994,0.1893,-2.17851
995,0.100267,-2.4152
996,0.0925583,-2.4156
997,-0.000709786,-2.84871
998,-0.0158785,-1.72028
999,-0.00812231,-1.95799
