Step,AveragePressure,MuExcess
901,0.904698,-3.1088
902,0.903007,-2.59064
903,0.892109,-2.43925
904,0.805881,-2.09555
905,0.773702,-2.20765
906,0.797793,-2.36827
907,0.809227,-2.9789
908,0.751668,-2.45563
909,0.717971,-2.69415
910,0.765659,-2.7838
911,0.812014,-2.05899
912,0.806728,-2.45307
913,0.78463,-3.1491
914,0.733134,-2.69108
915,0.763963,-2.34715
916,0.809921,-2.93
917,0.815229,-2.2603
918,0.782146,-2.02452
919,0.973988,-1.97412
920,0.986876,-2.58956
921,0.852351,-3.40944
922,0.768079,-2.47127
923,0.74995,-2.73621
924,0.793273,-2.738
925,0.777823,-2.60832
926,0.813428,-2.87094
927,0.804706,-2.70295
928,0.836042,-2.53253
929,0.982949,-2.97515
930,0.900726,-2.92595
931,0.882703,-3.05403
932,0.826881,-2.35146
933,0.921518,-2.24897
934,0.855706,-2.66321
935,0.831505,-3.97074
936,0.785571,-3.18244
937,0.803395,-3.11356
938,0.792729,-2.24048
939,0.789898,-2.26362
940,0.72079,-2.43317
941,0.699613,-2.44939
942,0.701462,-1.97577
943,0.769465,-2.65151
944,0.794026,-2.49514
945,0.794217,-2.53191
946,0.769871,-2.56863
947,0.782973,-2.37683
948,0.773541,-3.03758
949,0.758873,-2.82655
950,0.735725,-1.83235
951,0.770455,-2.37792
952,0.739135,-2.3862
953,0.736615,-2.66364
954,0.747522,-2.68332
955,0.758423,-2.6807
956,0.790295,-3.68871
957,0.840968,-3.63782
958,0.798533,-2.27328
959,0.811362,-2.19606
960,0.901537,-2.41635
961,0.84559,-2.54373
962,0.855937,-2.7987
963,0.81098,-2.68801
964,0.827078,-2.78755
965,0.781753,-1.57014
966,0.832409,-1.50317
967,0.777547,-3.06296
968,0.833831,-2.30139
969,0.799518,-2.3939
970,0.728709,-2.74827
971,0.709736,-2.44936
972,0.771987,-2.94147
973,0.83671,-3.54268
974,0.816952,-1.94397
975,0.837422,-1.62817
976,0.924454,-3.00835
977,0.843909,-2.97951
978,0.820336,-3.35995
979,0.789974,-2.62352
980,0.787704,-2.01548
981,0.848656,-2.39034
982,0.907549,-2.47318
983,0.927462,-2.82023
984,0.888692,-2.30918
985,0.913003,-2.46331
986,0.967107,-2.31348
987,0.849129,-2.23836
988,0.812401,-2.76312
989,0.797018,-2.06842
990,0.788625,-2.71197
991,0.829944,-2.01218
992,0.857684,-2.34279
993,0.969966,-2.51453
994,0.883454,-2.42326
995,0.807611,-2.28617
996,0.785395,-1.57622
997,0.780451,-2.33228
998,0.761804,-1.81443
999,0.92365,-2.69889
