Step,AveragePressure,MuExcess
901,0.255941,-2.53119
902,0.245693,-2.31295
903,0.258467,-2.61784
904,0.33997,-3.23476
905,0.317396,-1.95423
906,0.281573,-2.17944
907,0.316238,-2.54392
908,0.353133,-3.5562
909,0.360534,-2.3176
910,0.390665,-2.19818
911,0.377251,-1.72931
912,0.46058,-2.44443
913,0.401692,-2.11516
914,0.372501,-1.98117
915,0.406938,-2.23316
916,0.371628,-3.60856
917,0.327244,-2.86669
918,0.273354,-2.66788
919,0.310827,-2.854
920,0.344683,-2.95918
921,0.297152,-1.70598
922,0.297554,-2.62477
923,0.497154,-3.50524
924,0.514615,-2.75447
925,0.31929,-2.1271
926,0.335664,-3.49641
927,0.45949,-2.68365
928,0.365218,-2.42076
929,0.280431,-2.7786
930,0.287317,-2.584
931,0.218098,-3.01233
932,0.228816,-2.51241
933,0.28053,-3.53845
934,0.208408,-2.57801
935,0.241651,-2.55203
936,0.316101,-2.36486
937,0.32345,-2.76481
938,0.340252,-2.62578
939,0.294274,-2.95594
940,0.248217,-1.92388
941,0.229218,-1.89038
942,0.234099,-2.28815
943,0.270331,-2.61896
944,0.331836,-1.90171
945,0.300645,-2.47685
946,0.315466,-2.04535
947,0.337331,-2.46473
948,0.341994,-2.27191
949,0.343358,-2.49168
950,0.273954,-2.55136
951,0.354143,-2.25111
952,0.294252,-2.08186
953,0.238243,-2.65958
954,0.347986,-2.55782
955,0.313869,-2.36831
956,0.361248,-3.11712
957,0.417741,-3.01802
958,0.410403,-1.64259
959,0.473493,-3.37223
960,0.337197,-2.48391
961,0.345913,-3.11215
962,0.334449,-1.94171
963,0.334077,-3.04477
964,0.338637,-3.18441
965,0.283936,-2.31664
966,0.264858,-2.82579
967,0.344152,-1.88412
968,0.340551,-1.84494
969,0.373916,-2.6643
970,0.351522,-2.59517
971,0.40458,-2.91737
972,0.414892,-2.46892
973,0.407352,-2.77871
974,0.382811,-2.89999
975,0.355399,-2.43061
976,0.416222,-2.69028
977,0.327798,-2.19181
978,0.375763,-2.97328
979,0.324719,-2.66714
980,0.295177,-2.74912
981,0.331674,-2.13027
982,0.239907,-2.72616
983,0.274569,-3.16606
984,0.364643,-2.45501
985,0.321351,-3.14367
986,0.31973,-2.77615
987,0.348296,-2.78264
988,0.327107,-2.65294
989,0.330874,-2.35944
990,0.259235,-2.81825
991,0.291211,-2.96357
992,0.250918,-2.13417
993,0.352557,-2.1094
994,0.266188,-2.45979
995,0.250357,-1.98459
996,0.280651,-2.33939
997,0.320359,-2.53554
998,0.336833,-3.18061
999,0.284775,-3.05077
