Step,AveragePressure,MuExcess
901,0.555078,-2.25653
902,0.574658,-4.55711
903,0.600502,-4.38715
904,0.516955,-2.31937
905,0.525042,-4.79615
906,0.609928,-2.41541
907,0.551509,-2.08552
908,0.619299,-3.09852
909,0.614287,-1.8716
910,0.614173,-2.89566
911,0.501071,-2.06401
912,0.621135,-2.68922
913,0.566761,-3.06708
914,0.557866,-1.83433
915,0.594983,-2.47276
916,0.500518,-2.81595
917,0.54536,-2.70439
918,0.560139,-2.6482
919,0.550341,-2.70735
920,0.497746,-3.09455
921,0.488308,-2.55947
922,0.550285,-2.00106
923,0.632927,-3.43267
924,0.54778,-2.59307
925,0.556318,-3.07958
926,0.60148,-2.17556
927,0.540234,-2.96005
928,0.615555,-2.94457
929,0.580596,-2.10114
930,0.567094,-1.74159
931,0.526884,-1.99179
932,0.572305,-2.81189
933,0.665422,-2.74358
934,0.684326,-2.37349
935,0.5778,-2.96169
936,0.603789,-2.79985
937,0.492243,-1.69041
938,0.552073,-2.92065
939,0.531624,-3.31815
940,0.528914,-2.46827
941,0.495193,-2.50569
942,0.488604,-2.33407
943,0.46069,-2.50979
944,0.497104,-2.9246
945,0.588674,-2.44141
946,0.590839,-2.27215
947,0.567234,-2.63981
948,0.58363,-2.77696
949,0.58332,-2.0714
950,0.549679,-2.4317
951,0.559889,-2.78164
952,0.496017,-2.22996
953,0.565629,-1.92867
954,0.621559,-2.67116
955,0.68651,-2.74824
956,0.698632,-2.21493
957,0.745544,-2.57754
958,0.709082,-3.17744
959,0.591006,-3.6197
960,0.704295,-2.79191
961,0.640217,-3.4917
962,0.625513,-1.92712
963,0.593991,-2.28121
964,0.544648,-2.29362
965,0.566834,-1.81893
966,0.520578,-2.64113
967,0.542405,-2.59341
968,0.616577,-1.96397
969,0.565437,-2.82073
970,0.522099,-2.55071
971,0.494042,-2.39859
972,0.604213,-2.49046
973,0.552221,-2.27391
974,0.596039,-1.89198
975,0.592937,-2.55353
976,0.592908,-2.923
977,0.619674,-2.39986
978,0.551561,-2.38546
979,0.516419,-3.05393
980,0.621659,-2.11273
981,0.498234,-3.38289
982,0.626168,-2.47076
983,0.691596,-3.60925
984,0.659845,-1.87143
985,0.474017,-2.10121
986,0.493545,-2.86936
987,0.473187,-2.06045
988,0.4828,-2.44083
989,0.508711,-2.30358
990,0.63363,-2.68611
991,0.524958,-2.81145
992,0.570642,-2.33078
993,0.5821,-2.68323
994,0.532009,-1.87316
995,0.449206,-3.08507
996,0.526741,-2.74889
997,0.539167,-2.27004
998,0.549725,-2.37912
999,0.556044,-2.73323
