Step,AveragePressure,MuExcess
901,0.212727,-2.60988
902,0.189212,-2.34844
903,0.184824,-2.85038
904,0.230556,-3.52976
905,0.253193,-2.73118
906,0.136843,-2.40865
907,0.202886,-1.88945
908,0.168531,-2.30766
909,0.055611,-2.18882
910,0.0706237,-3.31137
911,0.100019,-1.93685
912,0.148432,-2.3399
913,0.241851,-2.37165
914,0.160416,-1.99149
915,0.185454,-1.76073
916,0.146128,-3.01065
917,0.0657251,-2.3764
918,0.0961937,-2.83281
919,0.162755,-2.47457
920,0.123851,-4.19259
921,0.166552,-1.87944
922,0.167688,-2.04549
923,0.127441,-2.3111
924,0.120315,-2.8796
925,0.261645,-2.80976
926,0.264792,-1.80206
927,0.272984,-2.4713
928,0.118067,-2.61876
929,0.12886,-3.05972
930,0.143081,-3.38944
931,0.127999,-2.21898
932,0.100759,-2.63568
933,0.126763,-2.38512
934,0.161134,-2.22521
935,0.186197,-2.38035
936,0.219628,-2.32811
937,0.188742,-2.06073
938,0.288986,-2.23731
939,0.270773,-2.26425
940,0.185885,-3.06375
941,0.232586,-2.06033
942,0.0703337,-3.05089
943,0.102323,-2.44538
944,0.0839817,-1.95898
945,0.183043,-1.70167
946,0.204776,-2.08784
947,0.0894189,-2.35975
948,0.149438,-4.00253
949,0.14125,-2.43665
950,0.185504,-2.27033
951,0.176801,-2.21399
952,0.128679,-2.23137
953,0.141233,-2.01055
954,0.127336,-3.0129
955,0.197204,-2.23182
956,0.192653,-2.86311
957,0.26363,-1.76319
958,0.260464,-2.37934
959,0.218581,-2.29487
960,0.208767,-2.42637
961,0.169193,-2.87539
962,0.152838,-2.43861
963,0.12606,-2.86545
964,0.160954,-1.90259
965,0.135896,-3.1418
966,0.154598,-2.1635
967,0.140015,-3.47543
968,0.176381,-2.42165
969,0.169463,-1.81863
970,0.172912,-2.66865
971,0.177995,-3.00893
972,0.165895,-2.64834
973,0.179369,-3.1998
974,0.165837,-2.13947
975,0.11009,-2.81113
976,0.119425,-1.84899
977,0.102662,-3.48006
978,0.155091,-2.89988
979,0.148168,-2.66254
980,0.177501,-2.65998
981,0.10079,-2.17481
982,0.269034,-2.30377
983,0.143817,-2.80718
984,0.128445,-2.72833
985,0.131396,-2.0681
986,0.198495,-2.06915
987,0.210325,-3.9163
988,0.212183,-3.31482
989,0.185157,-2.34482
990,0.188796,-2.94171
991,0.1456,-3.31002
992,0.0954535,-3.32313
993,0.139484,-2.75037
994,0.204848,-2.87627
995,0.242471,-2.50714
996,0.384583,-3.12158
997,0.185888,-2.04107
998,0.171391,-2.84088
999,0.149396,-2.29158
