Step,AveragePressure,MuExcess
901,1.11748,-3.25597
902,1.0906,-2.06283
903,1.10252,-2.61639
904,1.15981,-2.84736
905,1.14776,-1.99394
906,1.20428,-2.43859
907,1.2844,-3.09631
908,1.13101,-2.2176
909,1.11363,-2.14466
910,1.04825,-3.38847
911,1.08796,-2.96693
912,1.0559,-2.43828
913,1.07831,-1.96542
914,1.1235,-2.41883
915,1.13948,-2.90333
916,1.15438,-3.03682
917,1.25604,-1.87455
918,1.21873,-2.47334
919,1.30384,-3.11519
920,1.23032,-2.33192
921,1.19913,-2.29019
922,1.06062,-2.48949
923,1.05177,-2.21583
924,1.0156,-2.81052
925,0.983629,-2.62489
926,1.01397,-2.41636
927,0.998539,-2.2954
928,1.03773,-3.50171
929,1.02757,-2.85505
930,1.00034,-3.42941
931,1.00765,-2.40057
932,1.12031,-2.40642
933,1.16696,-2.27716
934,1.0589,-2.21272
935,1.03946,-2.37984
936,1.06422,-2.36271
937,1.03534,-2.72631
938,1.06041,-3.17591
939,1.06958,-2.44024
940,1.11992,-1.29415
941,1.1093,-2.67153
942,1.1397,-2.78634
943,1.1137,-2.51304
944,1.18083,-2.95727
945,1.2236,-1.8915
946,1.15005,-2.71528
947,1.13907,-2.0092
948,1.16668,-2.86066
949,1.09974,-2.63501
950,1.14305,-2.64657
951,1.12099,-3.03329
952,1.18891,-2.89657
953,1.20405,-2.30896
954,1.19608,-3.1931
955,1.2556,-2.89452
956,1.26612,-2.7012
957,1.30143,-1.55627
958,1.26315,-2.12539
959,1.27772,-2.44997
960,1.28574,-2.73139
961,1.30912,-2.95116
962,1.25813,-2.04848
963,1.1128,-2.09197
964,1.19518,-2.41455
965,1.20979,-2.42947
966,1.32812,-2.78191
967,1.27623,-2.48583
968,1.22084,-1.81033
969,1.19727,-2.64425
970,1.19272,-2.37663
971,1.14757,-2.5013
972,1.16588,-2.74456
973,1.16253,-2.32594
974,1.08851,-2.31052
975,1.0899,-2.34644
976,1.1066,-3.35515
977,1.07137,-2.59262
978,1.10692,-2.3321
979,1.04787,-2.99064
980,1.07332,-2.23769
981,1.01477,-3.12014
982,1.04001,-2.90322
983,1.07445,-2.81147
984,1.06657,-2.36131
985,1.14318,-2.18158
986,1.03492,-3.24937
987,1.06689,-2.10783
988,1.05952,-2.20967
989,1.17332,-2.10161
990,1.17106,-2.34798
991,1.1599,-3.08965
992,1.13155,-2.2339
993,1.04718,-2.11333
994,1.05903,-2.83306
995,1.0837,-3.22761
996,1.0381,-2.4318
997,1.06425,-2.89992
998,1.06513,-2.62239
999,1.05128,-2.00316
