Step,AveragePressure,MuExcess
901,1.1236,-2.06482
902,1.15831,-3.14391
903,1.10863,-2.46602
904,1.09366,-2.91625
905,1.18488,-2.90241
906,1.17958,-3.14856
907,1.16987,-2.6658
908,1.23383,-3.28443
909,1.14112,-4.01385
910,1.18963,-1.77093
911,1.26956,-2.28529
912,1.23437,-2.59381
913,1.11312,-2.45159
914,1.08659,-2.35997
915,1.0773,-2.65639
916,1.02106,-3.43371
917,1.08883,-2.73713
918,1.09901,-2.11648
919,1.07309,-2.2115
920,1.08874,-2.45418
921,1.12545,-1.74838
922,1.1341,-3.30986
923,1.19689,-1.99181
924,1.06179,-2.60171
925,1.17046,-2.95243
926,1.17783,-3.40615
927,1.12376,-2.53168
928,1.13898,-2.4923
929,1.15259,-2.40404
930,1.16731,-3.09958
931,1.2191,-2.61462
932,1.20883,-1.83998
933,1.16056,-2.21734
934,1.11575,-2.43209
935,1.16693,-2.25851
936,1.19294,-2.43568
937,1.09857,-2.46564
938,1.11627,-1.8005
939,1.15357,-2.41892
940,1.11335,-3.29931
941,1.1187,-2.78896
942,1.16163,-2.58145
943,1.16491,-3.52411
944,1.17069,-2.87724
945,1.17804,-2.24459
946,1.02033,-1.88601
947,1.15003,-1.62977
948,1.11022,-2.56143
949,1.11471,-2.85481
950,1.12637,-3.59001
951,1.05369,-3.25539
952,1.04738,-2.67948
953,1.08388,-2.88006
954,1.10576,-2.30216
955,1.13287,-2.37989
956,1.16254,-2.96217
957,1.12702,-3.38684
958,1.08355,-1.90838
959,1.02871,-2.30278
960,1.12874,-2.98364
961,1.1286,-2.23426
962,1.15759,-2.73081
963,1.19441,-2.56642
964,1.19328,-2.52287
965,1.14072,-2.58156
966,1.13725,-3.06263
967,1.19313,-4.22106
968,1.11607,-1.89288
969,1.19473,-2.30638
970,1.2756,-2.62495
971,1.18859,-2.37632
972,1.15937,-1.96288
973,1.14309,-2.71828
974,1.15475,-2.21709
975,1.17541,-2.59105
976,1.15821,-2.15857
977,1.17658,-2.70736
978,1.15435,-3.14161
979,1.17206,-2.77538
980,1.11567,-2.39054
981,1.08487,-3.05098
982,1.1448,-2.57391
983,1.14205,-3.10156
984,1.20771,-2.21912
985,1.17201,-2.7056
986,1.11152,-2.51196
987,1.12717,-2.12584
988,1.17753,-3.03874
989,1.08268,-1.9315
990,1.10759,-3.70914
991,1.04589,-2.54723
992,1.05115,-2.12547
993,1.09895,-3.33404
994,1.1373,-2.37348
995,1.12813,-3.61228
996,1.12001,-1.78962
997,1.25916,-2.56566
998,1.19948,-2.49642
999,1.22059,-2.23995
