Step,AveragePressure,MuExcess
901,1.11046,-2.26721
902,1.10106,-3.5859
903,1.06888,-3.06611
904,1.0253,-2.40578
905,0.991093,-3.09831
906,0.997223,-2.9861
907,0.995347,-1.91603
908,1.08204,-2.6028
909,1.06256,-2.83182
910,1.11908,-2.73438
911,1.04224,-3.36632
912,1.01437,-2.09451
913,1.01301,-2.0971
914,1.03649,-2.52742
915,0.99738,-2.82111
916,1.01519,-2.08955
917,1.10038,-3.13967
918,1.11132,-2.0934
919,1.02763,-3.33106
920,1.12633,-3.2768
921,1.15462,-2.41433
922,1.15086,-2.14636
923,1.10505,-2.63436
924,1.05667,-3.44434
925,1.07884,-3.46411
926,1.10807,-2.12757
927,1.08146,-2.34963
928,1.0369,-2.44183
929,1.0705,-2.50395
930,0.965735,-2.24404
931,0.997035,-1.70136
932,0.962028,-2.27446
933,0.953414,-2.01601
934,0.939118,-1.82966
935,0.966394,-2.47126
936,0.952239,-3.03634
937,1.03224,-1.88595
938,0.996083,-2.32513
939,1.01163,-1.91142
940,1.00062,-2.92718
941,0.943926,-2.61165
942,0.972017,-2.28344
943,0.997295,-2.34151
944,1.00482,-2.43004
945,1.0727,-2.1701
946,1.06488,-1.73336
947,1.05817,-2.32846
948,1.05629,-2.09608
949,0.968091,-3.05284
950,1.11949,-2.98363
951,1.09625,-2.47408
952,1.15373,-3.60396
953,0.95868,-2.72734
954,0.975367,-2.31324
955,0.968505,-2.66569
956,0.998789,-2.47422
957,1.09711,-1.95365
958,1.00326,-2.72254
959,0.933355,-2.72892
960,0.959744,-2.43642
961,1.04946,-2.52463
962,1.07233,-2.58639
963,1.1256,-2.336
964,1.09382,-2.70923
965,1.05693,-2.16926
966,1.00096,-2.46199
967,1.00868,-2.88017
968,1.02447,-3.22263
969,1.0473,-2.25426
970,1.03057,-2.19348
971,1.04184,-2.21502
972,1.11245,-2.3721
973,1.16085,-2.43739
974,1.09095,-1.831
975,1.00176,-1.84213
976,1.14835,-1.87287
977,0.995391,-2.60395
978,1.08732,-2.69834
979,1.0613,-2.16705
980,0.98781,-2.72361
981,0.962421,-2.76628
982,0.922997,-2.50823
983,0.949915,-2.68918
984,0.970147,-2.02716
985,1.03257,-2.79649
986,0.984415,-2.58005
987,0.994344,-2.5256
988,0.955036,-2.37604
989,0.951722,-2.20669
990,0.982022,-2.11192
991,0.95972,-2.06382
992,1.00262,-2.73054
993,1.07321,-2.74824
994,0.973986,-2.05567
995,1.00618,-2.2784
996,0.986057,-2.29604
997,0.978894,-2.21152
998,0.957601,-2.05044
999,0.969767,-3.11549
