Step,AveragePressure,MuExcess
901,0.414705,-2.02603
902,0.40478,-2.63367
903,0.413264,-2.3796
904,0.379402,-2.71467
905,0.388743,-2.4381
906,0.371675,-2.33064
907,0.476788,-2.9984
908,0.380199,-2.61393
909,0.382187,-2.22863
910,0.429239,-2.31666
911,0.46551,-3.02804
912,0.542627,-2.18528
913,0.472208,-3.49642
914,0.439019,-1.50007
915,0.38681,-1.67731
916,0.388867,-2.38791
917,0.368986,-2.85883
918,0.366133,-2.13632
919,0.338704,-2.4564
920,0.35602,-2.73437
921,0.465683,-2.5174
922,0.3931,-2.01821
923,0.346449,-2.50003
924,0.339433,-2.83069
925,0.352316,-2.24659
926,0.34208,-2.93735
927,0.372913,-2.97632
928,0.371924,-2.20101
929,0.399587,-2.52475
930,0.419231,-2.40614
931,0.394667,-2.53812
932,0.54671,-2.77461
933,0.414046,-2.43529
934,0.433749,-2.26413
935,0.433515,-2.30296
936,0.434643,-2.51991
937,0.51568,-1.96817
938,0.476006,-2.14562
939,0.48552,-2.68454
940,0.472519,-1.77438
941,0.401622,-2.27075
942,0.373052,-2.80738
943,0.299022,-2.09135
944,0.414597,-2.53955
945,0.418234,-2.64016
946,0.412673,-2.36039
947,0.396548,-2.44298
948,0.385793,-2.2573
949,0.418569,-1.99923
950,0.402347,-2.62669
951,0.368851,-3.03928
952,0.388,-2.45341
953,0.437081,-2.4332
954,0.455035,-3.10918
955,0.378111,-1.91497
956,0.368273,-2.20078
957,0.421836,-2.17758
958,0.437353,-2.74868
959,0.435629,-2.32521
960,0.407721,-3.14507
961,0.444573,-2.21262
962,0.446153,-3.17283
963,0.456555,-2.27853
964,0.363456,-2.54281
965,0.368697,-2.47334
966,0.353212,-3.21911
967,0.403778,-2.5266
968,0.49102,-2.39512
969,0.450157,-2.07998
970,0.497815,-2.99601
971,0.46603,-2.50829
972,0.478996,-2.13686
973,0.448093,-2.27984
974,0.352654,-1.98669
975,0.375288,-3.41242
976,0.417076,-2.48507
977,0.432401,-3.04747
978,0.394979,-2.11387
979,0.363668,-2.87669
980,0.471603,-1.88294
981,0.548652,-3.39241
982,0.427184,-3.26399
983,0.416792,-2.29426
984,0.422164,-2.42226
985,0.449547,-2.27365
986,0.405006,-2.59853
987,0.511791,-2.30654
988,0.453826,-1.67229
989,0.411276,-2.14868
990,0.405493,-2.39555
991,0.395827,-3.18921
992,0.331825,-2.29305
993,0.359442,-2.83362
994,0.332863,-2.96091
995,0.341848,-2.03072
996,0.322782,-2.14039
997,0.311616,-2.35821
998,0.432324,-2.15484
999,0.373552,-2.64781
