18
9
9
0
0 0 0 1
1.5 1.5 0 1
0 3 0 1
1.5 4.5 0 1
0 6 0 1
1.5 7.5 0 1
3 0 0 1
4.5 1.5 0 1
3 3 0 1
4.5 4.5 0 1
3 6 0 1
4.5 7.5 0 1
6 0 0 1
7.5 1.5 0 1
6 3 0 1
7.5 4.5 0 1
6 6 0 1
7.5 7.5 0 1
