256
12
12
12
11.0676 11.0764 1.07931
0.991051 2.01379 1.55709
1.47015 1.26198 0.221116
1.54876 11.6954 1.62805
11.2344 1.55463 3.3231
1.14308 2.01674 4.67448
2.82807 2.99568 3.97593
1.94653 1.08793 5.40988
0.537114 0.0713542 6.23091
0.683385 2.23837 7.89388
2.5191 1.81501 5.84487
1.77929 0.246813 8.00218
0.439818 11.5283 11.0394
0.398119 2.11657 11.5983
3.07504 3.19134 8.82923
0.978217 1.28502 10.5501
0.949021 3.07889 0.421777
1.04524 5.14363 1.8229
1.92397 4.56474 0.404347
1.27446 3.11967 2.51991
0.29716 3.42467 4.09176
0.382069 4.95542 5.11772
1.34769 5.35783 3.81142
1.28344 3.21876 4.9286
0.893677 3.41829 6.9488
0.790189 4.56932 8.03977
11.577 4.9651 6.80013
2.46582 3.89675 7.86694
0.698062 4.5502 9.51211
0.791155 5.33898 11.3616
2.24105 4.33145 9.92107
1.82485 4.88952 11.2631
0.0119645 6.32536 11.8207
1.22465 7.8078 1.17372
1.29283 8.67419 0.603938
1.8168 6.20234 2.0685
1.14917 6.82835 3.96775
11.7234 8.2143 4.35026
1.32628 8.1138 3.97716
1.97433 6.07255 5.19409
0.675024 5.68373 7.36335
0.461824 7.60734 7.61233
1.67226 8.26635 6.90731
1.8916 6.5034 7.59735
11.7586 7.00219 9.31808
11.9681 7.84315 10.6207
0.92706 8.12237 9.85637
1.69319 7.1055 11.4802
0.131946 9.68278 0.623273
0.420191 10.8454 2.41906
2.24709 10.8076 10.7387
1.81617 10.7476 2.52639
0.181503 9.49242 2.73111
0.214338 10.6656 5.37078
1.59794 10.5842 4.82528
2.63892 11.1577 5.36838
0.963113 9.16798 6.35455
1.06298 11.106 7.61229
1.49579 11.4884 5.82719
2.66497 9.41675 7.69656
0.623422 10.9843 9.7874
0.335773 9.96589 11.5039
1.28866 0.401066 9.55056
2.26158 9.783 11.1106
4.20995 0.196854 11.4393
3.19232 2.77138 1.21164
4.83825 1.49673 11.8234
5.02309 0.909634 3.09153
4.50163 1.27594 3.93528
3.45748 1.89174 4.55521
5.14037 2.34289 3.9559
4.24645 11.0413 4.45825
3.24461 0.142835 5.59866
4.29238 2.42407 7.38334
4.445 3.53616 5.73956
5.53815 0.257835 8.02957
2.71687 0.46915 9.27338
3.6722 1.7123 11.0645
4.52179 1.48256 10.5238
5.3076 11.8164 10.1989
3.75037 3.50293 0.397658
3.37118 5.58345 1.39387
4.48032 4.41146 11.5351
5.52322 3.92771 1.74422
3.35928 3.30893 3.17828
3.31471 4.36433 5.20281
4.46579 4.81147 3.08205
4.42083 3.05575 4.37109
3.13287 4.10986 6.48945
2.95223 5.12652 7.64277
5.42293 5.19197 6.77212
4.46713 3.64819 8.06326
3.69293 2.66354 9.87458
3.7649 4.57396 10.8363
5.64652 5.86025 9.30617
5.1956 3.32534 10.8426
2.38172 7.85434 0.685067
3.0474 9.1774 3.22759
6.42319 8.47658 11.7184
5.33204 6.36063 2.85625
4.10229 6.04991 3.08561
4.05549 7.32025 5.04922
4.35031 7.20836 3.41641
2.93199 6.30713 7.09995
3.43775 7.63669 7.15808
4.83792 7.13936 8.73363
5.08194 7.32203 6.39085
3.95922 6.49616 8.21896
3.86641 7.08275 10.4444
2.88903 8.03427 11.0184
5.80958 8.18813 10.0799
5.50023 6.32789 11.4121
2.93032 9.83946 1.3748
3.80169 11.3796 1.75059
4.9205 10.8304 0.896256
4.85236 8.12284 1.60888
3.89461 10.1333 3.77376
3.59551 10.2751 5.26835
4.68531 10.8776 3.52636
4.91791 9.63152 4.75511
4.83042 8.94881 5.8652
2.24462 11.2577 8.06636
5.98657 9.61765 7.47781
5.6577 8.53837 7.04175
3.30872 9.97467 10.0256
4.33749 10.7059 10.5405
4.94392 10.6284 9.10581
3.9384 9.54756 11.8241
6.66932 1.81152 11.3638
7.41322 1.16508 1.15449
8.18111 1.44676 0.43546
8.45697 0.640757 2.30354
5.96316 1.9746 3.15163
6.06018 2.47191 5.66016
8.11847 11.9774 5.32383
7.48404 0.298158 4.28182
6.11392 11.2535 7.53231
6.33127 2.93835 8.64641
7.48005 2.10338 5.43796
7.34116 0.372048 6.91942
6.60744 1.25031 8.1762
6.254 2.52827 9.95909
10.585 1.18534 8.96807
8 0.5 11
6.47762 3.45658 0.308907
6.41699 5.42528 2.90734
8.61577 5.12519 0.511809
7.82489 3.45551 1.6405
5.99235 3.2089 3.13764
6.89497 4.63281 6.07784
8.33014 5.55737 3.7171
7.67591 3.55151 4.55915
6.64339 4.11758 7.30882
6.31298 5.10237 7.92178
7.98354 5.12819 6.17123
7.41024 2.31524 9.33319
6.49222 3.97731 9.35521
6.06443 5.0742 10.9918
7.91304 4.63473 9.8014
8.36035 3.67569 10.6717
5.789 7.36265 1.25868
6.89193 8.12367 0.625292
8.86584 8.14279 11.976
8.31375 7.19454 2.19595
7.21024 6.32625 3.85745
6.51498 7.56967 6.22069
8.30641 8.7747 4.42036
7.96648 5.96927 4.56526
5.9673 6.62237 6.36247
6.62003 7.80649 7.29103
7.54161 7.9988 6.9291
7.77368 5.98542 7.58398
5.96427 6.49511 10.5012
5.47911 8.36963 11.2145
8.02295 7.83602 10.6442
7.80504 6.64777 11.2742
5.90791 9.11055 0.504972
6.70028 10.9193 2.3372
8.84088 10.3936 0.868382
7.36685 9.69367 2.41064
6.15204 10.8327 3.95053
6.679 11.1691 4.82163
7.62809 11.2066 3.52304
7.28283 8.70255 4.80217
6.25164 9.49388 6.44649
6.99157 10.7966 7.34171
8.39731 9.80103 6.02901
7.75068 9.62065 9.14742
7.17267 9.09331 9.84381
6.57689 11.2292 10.858
9.15094 10.6352 8.56674
6.90702 9.56576 11.0989
8.90637 0.464861 11.8262
9.38793 1.77012 2.15791
10.4954 2.08118 0.30486
11.4476 0.716478 1.83842
9.28981 1.38951 4.23193
9.57159 2.77395 5.53555
9.34436 2.72182 2.87354
11.6441 11.5482 6.05165
10.0504 0.416837 5.68468
9.66191 2.36785 7.99542
11.3489 1.96841 6.7591
11.3533 1.7694 8.10112
8.97516 0.168304 8.64177
10.0003 1.1405 10.3903
11.434 2.469 8.92616
10.7693 0.238808 10.536
9.44255 4.24599 1.09797
10.2938 5.11759 0.680914
11.9802 4.18239 0.0875134
11.2016 3.26197 2.28878
9.46618 3.63164 4.97731
9.02072 5.34543 4.98371
9.99269 4.22332 2.84261
11.4491 4.9112 4.3946
9.3347 3.02894 6.96276
8.48746 4.08803 7.26727
10.4242 5.87 6.37344
10.6569 2.92826 7.78989
8.93634 3.55845 8.99891
9.45699 5.14385 11.2188
10.745 5.33261 8.56206
11.1442 3.19273 10.2503
9.71469 6.64782 0.0802232
10.0534 8.52485 2.11898
11.2159 7.42798 11.4233
10.3294 7.94161 1.05467
9.30144 7.07544 3.10718
9.56075 8.10443 5.61956
10.626 9.66113 3.24971
0.604045 6.52545 4.8622
8.95289 7.83683 7.21583
9.59923 6.89272 9.11741
11.3492 8.80686 6.49416
11.4185 6.6898 8.27351
9.4077 5.34095 8.57096
10.345 7.92193 11.0401
10.4133 7.41806 9.68379
11.4318 5.78077 10.6211
9.51852 9.20899 0.713372
9.53438 11.5185 1.89076
11.5983 10.9138 0.0981488
10.4044 9.29772 1.46205
8.07417 8.34015 3.40731
8.36877 10.8504 4.80235
11.665 10.4927 3.16404
11 9.5 5
10.2043 10.0323 6.38414
9.11076 11.8941 7.67821
10.9651 10.7307 6.29287
10.856 10.5458 7.94218
8.4627 9.60875 10.0191
8.83552 11.0969 10.2973
10.3057 10.8888 9.07303
10.744 8.91251 9.67535
