256
12
12
12
11.6791 0.0151055 0.962916
0.991051 2.01379 1.55709
1.67561 1.71943 0.145088
1.58198 11.9592 1.79609
0.0450571 0.833333 3.54752
0.806593 2.1003 5.04289
2.24999 1.88006 3.92155
2.0987 1.51987 4.98555
0.673438 0.329757 6.29013
1.01814 2.2882 8.04534
2.14221 2.0647 6.20078
1.66228 0.0763152 7.85764
0.540748 0.173231 10.4267
0.872782 1.96342 11.4161
1.83869 2.59846 8.98583
1.78518 0.675336 10.601
0.5 3.5 0.5
0.359862 4.2626 1.43972
2.33446 5.56126 0.829911
1.60087 3.8744 2.26015
0.931406 3.89613 3.43063
0.591711 4.91477 5.03151
1.66346 5.15614 3.5341
1.22447 3.28901 4.91673
0.742423 3.91036 6.87402
0.790189 4.56932 8.03977
1.38782 4.80168 5.68557
2.06444 3.76993 7.75119
0.322618 4.32259 9.2196
0.459695 5.53096 11.2198
2.2147 4.72768 9.56591
2.13641 3.85925 11.4783
0.128421 6.4543 11.8884
1.00071 7.60183 1.67174
1.29283 8.67419 0.603938
1.40478 6.24039 2.50666
1.15728 6.46106 3.79921
0.507271 7.87975 5.36158
1.51846 8.41285 3.5482
1.97433 6.07255 5.19409
0.566516 6.19094 6.42899
0.461824 7.60734 7.61233
2.34899 8.19333 6.95929
1.79757 6.40906 8.05132
11.7586 7.00219 9.31808
0.286173 8.05494 11.1497
1.62381 8.46548 9.6256
1.917 6.75597 11.3032
0.616052 9.61279 1.15626
0.589893 11.5389 1.25537
1.91179 11.074 0.00304175
1.80312 9.78167 1.72114
0.466695 9.63342 2.3793
0.5 11 5
1.61952 10.5313 3.9929
2.22942 10.5324 5.07236
0.467107 9.10198 6.80712
0.744678 11.3903 8.10887
1.49579 11.4884 5.82719
2.4707 9.39182 7.77168
11.8341 10.1379 9.67928
0.454886 10.7988 11.4333
2.32229 11.9996 9.59265
2.25906 9.2914 10.807
4.05453 0.135264 11.7503
3.54532 2.17282 1.8735
4.44965 1.38253 11.9706
4.67678 1.26855 2.17263
3.77388 1.15047 3.66109
3.53358 2.09607 4.54887
5.06719 2.37651 3.73816
4.19494 0.230123 4.38226
3.37588 11.8538 6.06827
3.66086 2.28954 8.06696
4.93424 2.40494 6.48308
5.55086 0.159815 8.50158
3.89173 0.196204 9.9576
3.15903 1.70829 10.97
5.446 2.06285 9.74184
4.72477 0.189768 10.5681
3.97712 3.39619 0.419653
3.37118 5.58345 1.39387
5.02794 5.10992 0.729805
5.52322 3.92771 1.74422
3.62009 3.76322 3.59323
3.2907 4.78615 5.002
4.57016 4.756 3.07261
4.92334 4.07679 4.83166
3.23827 4.11668 6.34185
3.35359 4.96527 8.31354
5.51642 5.09962 6.54548
4.58015 3.48597 7.1764
3.91971 2.83357 10.1865
3.62885 4.69878 11.0608
5.21149 5.44404 9.57767
4.54397 3.02459 11.5219
2.72753 7.32655 0.643827
3.1655 8.5045 2.85969
6.42319 8.47658 11.7184
4.88165 6.60828 2.52356
4.18172 5.86382 3.40944
4.05118 7.37191 5.3509
4.63309 7.57142 3.99729
