256
12
12
12
11.6791 0.0151055 0.962916
0.991051 2.01379 1.55709
1.47015 1.26198 0.221116
1.54876 11.6954 1.62805
11.6229 1.37723 2.97755
1.14308 2.01674 4.67448
2.51717 2.70659 4.30705
1.94653 1.08793 5.40988
0.537114 0.0713542 6.23091
0.712917 1.9074 7.62411
2.5191 1.81501 5.84487
1.99313 0.201425 8.31194
0.239855 11.8331 10.8925
0.267051 1.50533 11.8102
2.82087 2.98386 8.50914
1.47626 0.940077 10.914
0.949021 3.07889 0.421777
0.565012 4.81494 1.46117
2.06172 4.95623 0.631574
1.27446 3.11967 2.51991
0.410402 3.83448 4.0984
0.591711 4.91477 5.03151
1.66346 5.15614 3.5341
1.28344 3.21876 4.9286
0.893677 3.41829 6.9488
0.790189 4.56932 8.03977
0.013684 4.56066 6.35529
2.46582 3.89675 7.86694
0.698062 4.5502 9.51211
0.791155 5.33898 11.3616
2.2147 4.72768 9.56591
2.04353 4.23607 10.6969
0.0119645 6.32536 11.8207
1.22465 7.8078 1.17372
1.29283 8.67419 0.603938
1.8168 6.20234 2.0685
1.14917 6.82835 3.96775
0.339143 7.99241 4.93392
1.42197 8.5991 3.8563
1.97433 6.07255 5.19409
0.675024 5.68373 7.36335
0.461824 7.60734 7.61233
1.67226 8.26635 6.90731
1.40126 6.52397 7.57206
11.7586 7.00219 9.31808
11.9255 8.11536 10.6695
0.92706 8.12237 9.85637
1.93302 6.51662 10.8562
0.263705 10.0462 0.689356
0.179978 11.5787 1.86462
2.24709 10.8076 10.7387
1.81617 10.7476 2.52639
0.181503 9.49242 2.73111
0.214338 10.6656 5.37078
1.46912 10.8155 4.45983
2.59084 10.8968 4.43921
0.963113 9.16798 6.35455
1.06298 11.106 7.61229
1.49579 11.4884 5.82719
2.66497 9.41675 7.69656
0.623422 10.9843 9.7874
0.143916 10.4481 11.2112
1.28866 0.401066 9.55056
2.25906 9.2914 10.807
4.23711 11.8398 11.4767
3.27702 2.61592 1.54127
4.83825 1.49673 11.8234
5.02309 0.909634 3.09153
4.12645 1.01244 3.53753
3.54221 2.05754 4.978
5.06719 2.37651 3.73816
4.2895 11.4931 4.38286
3.53548 11.8926 5.49294
4.13061 2.58639 7.72004
4.93424 2.40494 6.48308
5.7142 11.9925 8.25061
3.05031 0.385265 10.0181
3.51352 2.11504 10.8267
4.98967 1.81337 10.0924
5.65787 11.7813 10.0648
3.97712 3.39619 0.419653
3.37118 5.58345 1.39387
4.74562 4.75981 0.283042
5.52322 3.92771 1.74422
3.35928 3.30893 3.17828
3.42338 4.49125 5.05421
4.89607 4.52823 2.69389
5.33128 3.71178 4.37406
3.23827 4.11668 6.34185
3.63957 5.19056 7.48387
5.42293 5.19197 6.77212
4.64116 4.36495 7.87449
3.91971 2.83357 10.1865
3.7649 4.57396 10.8363
5.64652 5.86025 9.30617
5.1956 3.32534 10.8426
2.10348 7.51406 0.289704
2.75759 8.81304 2.78965
6.42319 8.47658 11.7184
5.18033 6.12593 2.41415
4.10229 6.04991 3.08561
4.05118 7.37191 5.3509
